day,month,year,date
20,7,1985,1985-07-20
16,2,2016,2016-02-16
10,7,1985,1985-07-10
15,6,1985,1985-06-15
6,12,2021,2021-12-06
20,7,1997,1997-07-20
4,7,1997,1997-07-04
15,8,2013,2013-08-15
21,3,1985,1985-03-21
14,11,1972,1972-11-14
28,10,2010,2010-10-28
6,9,2020,2020-09-06
24,1,2014,2014-01-24
8,12,2021,2021-12-08
29,11,1984,1984-11-29
1,1,2019,2019-01-01
23,2,1995,1995-02-23
29,6,1976,1976-06-29
27,1,2007,2007-01-27
1,4,2011,2011-04-01
22,11,1984,1984-11-22
14,5,1978,1978-05-14
27,3,1973,1973-03-27
3,3,2017,2017-03-03
21,5,2018,2018-05-21
22,4,1989,1989-04-22
9,7,1984,1984-07-09
27,5,2003,2003-05-27
11,3,2003,2003-03-11
16,6,2007,2007-06-16
31,7,2002,2002-07-31
3,4,1983,1983-04-03
1,1,1976,1976-01-01
1,2,2004,2004-02-01
15,6,1980,1980-06-15
25,10,1979,1979-10-25
4,6,1995,1995-06-04
12,2,2016,2016-02-12
23,12,2010,2010-12-23
15,3,1991,1991-03-15
23,1,2000,2000-01-23
21,8,1974,1974-08-21
11,10,1979,1979-10-11
2,9,1970,1970-09-02
17,9,2014,2014-09-17
21,11,1971,1971-11-21
13,11,1985,1985-11-13
20,4,2016,2016-04-20
25,3,1970,1970-03-25
25,10,2001,2001-10-25
5,10,2000,2000-10-05
21,5,2021,2021-05-21
17,7,2017,2017-07-17
13,4,1992,1992-04-13
20,5,1992,1992-05-20
21,3,2018,2018-03-21
4,12,1986,1986-12-04
24,2,2022,2022-02-24
8,11,2006,2006-11-08
4,10,1971,1971-10-04
13,8,1989,1989-08-13
2,10,1979,1979-10-02
31,5,2011,2011-05-31
2,8,1993,1993-08-02
4,9,1980,1980-09-04
12,1,1998,1998-01-12
20,1,2014,2014-01-20
10,1,2011,2011-01-10
14,1,1985,1985-01-14
22,9,1977,1977-09-22
30,10,2007,2007-10-30
26,10,2006,2006-10-26
27,5,1971,1971-05-27
20,4,2013,2013-04-20
27,7,2014,2014-07-27
7,5,1987,1987-05-07
30,3,1974,1974-03-30
9,3,2012,2012-03-09
6,4,1982,1982-04-06
16,12,1995,1995-12-16
24,7,2004,2004-07-24
24,9,1971,1971-09-24
26,8,1976,1976-08-26
5,5,1978,1978-05-05
10,6,2018,2018-06-10
4,2,2009,2009-02-04
5,7,2008,2008-07-05
20,5,2003,2003-05-20
25,8,2019,2019-08-25
31,1,2011,2011-01-31
15,9,2013,2013-09-15
28,10,1971,1971-10-28
1,2,1999,1999-02-01
22,5,2010,2010-05-22
27,7,2020,2020-07-27
10,8,1973,1973-08-10
17,10,1993,1993-10-17
13,11,2011,2011-11-13
27,12,1975,1975-12-27
5,5,2011,2011-05-05
15,2,2017,2017-02-15
22,9,1979,1979-09-22
22,12,1992,1992-12-22
1,8,2000,2000-08-01
15,10,1974,1974-10-15
3,11,2019,2019-11-03
21,5,1993,1993-05-21
3,10,2000,2000-10-03
10,6,2014,2014-06-10
15,1,2010,2010-01-15
12,6,2002,2002-06-12
22,8,1984,1984-08-22
7,10,1982,1982-10-07
30,5,2002,2002-05-30
3,6,2014,2014-06-03
13,7,1974,1974-07-13
25,3,2014,2014-03-25
16,1,2018,2018-01-16
5,7,1997,1997-07-05
17,9,2016,2016-09-17
17,9,2006,2006-09-17
7,11,2005,2005-11-07
21,3,2015,2015-03-21
7,4,2008,2008-04-07
28,2,1977,1977-02-28
20,11,1997,1997-11-20
26,12,1971,1971-12-26
10,11,2016,2016-11-10
10,10,2022,2022-10-10
8,5,2000,2000-05-08
29,6,2010,2010-06-29
9,5,1998,1998-05-09
27,10,1990,1990-10-27
22,10,1975,1975-10-22
16,8,1996,1996-08-16
2,2,1970,1970-02-02
26,11,2019,2019-11-26
26,11,2007,2007-11-26
8,10,1978,1978-10-08
28,1,1973,1973-01-28
5,3,1979,1979-03-05
13,4,1990,1990-04-13
31,12,1989,1989-12-31
23,8,1995,1995-08-23
31,1,1998,1998-01-31
29,3,2021,2021-03-29
13,4,1982,1982-04-13
19,10,1988,1988-10-19
14,7,1999,1999-07-14
31,10,1977,1977-10-31
13,5,1993,1993-05-13
9,4,2018,2018-04-09
20,4,2024,2024-04-20
24,6,1994,1994-06-24
27,4,1970,1970-04-27
30,10,1994,1994-10-30
29,8,2013,2013-08-29
31,8,2023,2023-08-31
4,5,1982,1982-05-04
29,5,1986,1986-05-29
15,11,2011,2011-11-15
30,9,2006,2006-09-30
13,5,2012,2012-05-13
4,4,2017,2017-04-04
28,8,1980,1980-08-28
13,8,2024,2024-08-13
3,1,1993,1993-01-03
29,4,1981,1981-04-29
23,7,2009,2009-07-23
18,10,1988,1988-10-18
1,6,1987,1987-06-01
20,5,1993,1993-05-20
8,5,2019,2019-05-08
8,3,2009,2009-03-08
15,12,1970,1970-12-15
12,4,1991,1991-04-12
29,5,1994,1994-05-29
25,6,2021,2021-06-25
15,10,2010,2010-10-15
19,8,2005,2005-08-19
21,11,2004,2004-11-21
16,8,2024,2024-08-16
30,12,1983,1983-12-30
5,7,1970,1970-07-05
8,4,1990,1990-04-08
7,9,2018,2018-09-07
2,2,2007,2007-02-02
14,5,2009,2009-05-14
12,7,1981,1981-07-12
19,12,1988,1988-12-19
19,5,1984,1984-05-19
26,11,1991,1991-11-26
13,9,2016,2016-09-13
23,12,2009,2009-12-23
19,10,2000,2000-10-19
17,10,1971,1971-10-17
5,8,2017,2017-08-05
23,11,2013,2013-11-23
17,9,1996,1996-09-17
15,7,2000,2000-07-15
10,1,2010,2010-01-10
21,2,1991,1991-02-21
9,4,1993,1993-04-09
29,12,2021,2021-12-29
17,9,2017,2017-09-17
20,11,1985,1985-11-20
3,5,2013,2013-05-03
24,2,2024,2024-02-24
22,12,1973,1973-12-22
5,11,2013,2013-11-05
8,1,1977,1977-01-08
19,2,2011,2011-02-19
23,7,2009,2009-07-23
30,5,2019,2019-05-30
26,4,2014,2014-04-26
25,12,2010,2010-12-25
29,3,2012,2012-03-29
21,3,1993,1993-03-21
13,7,1995,1995-07-13
1,6,1977,1977-06-01
18,9,1991,1991-09-18
15,8,2007,2007-08-15
25,7,2001,2001-07-25
22,1,1997,1997-01-22
10,7,1993,1993-07-10
22,2,1993,1993-02-22
23,11,2014,2014-11-23
21,3,1977,1977-03-21
19,12,1979,1979-12-19
4,11,1995,1995-11-04
10,6,1984,1984-06-10
20,9,1983,1983-09-20
6,5,2021,2021-05-06
13,9,1970,1970-09-13
27,2,1980,1980-02-27
27,2,2018,2018-02-27
19,2,2003,2003-02-19
12,4,2007,2007-04-12
7,10,2023,2023-10-07
27,8,1972,1972-08-27
8,10,2021,2021-10-08
14,1,1987,1987-01-14
4,6,1996,1996-06-04
18,12,2017,2017-12-18
17,5,2013,2013-05-17
6,9,2013,2013-09-06
6,3,1976,1976-03-06
28,8,2016,2016-08-28
8,3,1977,1977-03-08
8,4,2018,2018-04-08
28,7,1984,1984-07-28
6,10,2001,2001-10-06
30,3,2001,2001-03-30
31,7,2019,2019-07-31
24,11,2018,2018-11-24
25,10,2017,2017-10-25
14,10,2009,2009-10-14
31,8,2008,2008-08-31
1,10,1996,1996-10-01
10,7,1977,1977-07-10
7,11,1992,1992-11-07
15,11,2013,2013-11-15
11,10,1972,1972-10-11
12,11,1974,1974-11-12
19,6,2003,2003-06-19
4,7,1996,1996-07-04
1,11,1994,1994-11-01
18,4,1996,1996-04-18
10,2,1981,1981-02-10
6,2,1977,1977-02-06
14,1,2018,2018-01-14
25,5,1987,1987-05-25
26,8,1989,1989-08-26
30,7,2017,2017-07-30
1,9,2015,2015-09-01
3,1,2002,2002-01-03
24,4,1978,1978-04-24
26,2,2000,2000-02-26
2,2,1997,1997-02-02
18,4,1984,1984-04-18
30,3,1990,1990-03-30
9,8,2001,2001-08-09
30,10,1988,1988-10-30
11,7,1974,1974-07-11
30,5,2020,2020-05-30
18,10,2015,2015-10-18
26,2,2002,2002-02-26
4,9,1980,1980-09-04
12,6,1974,1974-06-12
12,1,2018,2018-01-12
1,3,1990,1990-03-01
21,3,1993,1993-03-21
13,12,1993,1993-12-13
10,1,1989,1989-01-10
14,9,1992,1992-09-14
4,6,1983,1983-06-04
29,3,1988,1988-03-29
7,5,1990,1990-05-07
15,7,2005,2005-07-15
11,3,2022,2022-03-11
19,3,1973,1973-03-19
4,1,1991,1991-01-04
9,1,2003,2003-01-09
31,12,2021,2021-12-31
11,11,2022,2022-11-11
10,3,2020,2020-03-10
22,2,2004,2004-02-22
26,11,1992,1992-11-26
11,12,1999,1999-12-11
10,11,1985,1985-11-10
21,5,1970,1970-05-21
16,12,1989,1989-12-16
3,7,1985,1985-07-03
25,10,2021,2021-10-25
28,1,1985,1985-01-28
10,10,1999,1999-10-10
4,5,2013,2013-05-04
17,10,2013,2013-10-17
30,5,1995,1995-05-30
2,8,1997,1997-08-02
12,9,2009,2009-09-12
5,5,2024,2024-05-05
10,11,1984,1984-11-10
10,8,1975,1975-08-10
23,12,2005,2005-12-23
15,4,1981,1981-04-15
28,2,2024,2024-02-28
25,5,1984,1984-05-25
11,7,1981,1981-07-11
12,12,2006,2006-12-12
10,8,1987,1987-08-10
16,4,1978,1978-04-16
16,3,1996,1996-03-16
26,9,2010,2010-09-26
12,8,2010,2010-08-12
4,6,2003,2003-06-04
14,2,1986,1986-02-14
17,12,1971,1971-12-17
9,8,2000,2000-08-09
25,8,2016,2016-08-25
19,1,1970,1970-01-19
31,8,2022,2022-08-31
1,7,2007,2007-07-01
17,12,1976,1976-12-17
12,8,1981,1981-08-12
21,5,1972,1972-05-21
25,11,2001,2001-11-25
31,7,2006,2006-07-31
16,8,2008,2008-08-16
15,5,2017,2017-05-15
28,8,1976,1976-08-28
13,2,1972,1972-02-13
29,10,2010,2010-10-29
19,11,2000,2000-11-19
16,9,1985,1985-09-16
23,2,1991,1991-02-23
11,3,2015,2015-03-11
8,11,1992,1992-11-08
6,1,1990,1990-01-06
12,12,1979,1979-12-12
22,1,1972,1972-01-22
22,12,2006,2006-12-22
2,9,2022,2022-09-02
2,10,1973,1973-10-02
26,8,2015,2015-08-26
7,4,1972,1972-04-07
31,3,2010,2010-03-31
28,3,2024,2024-03-28
30,9,2012,2012-09-30
22,8,2005,2005-08-22
21,4,1981,1981-04-21
4,1,2024,2024-01-04
1,10,2005,2005-10-01
30,12,1978,1978-12-30
8,8,1981,1981-08-08
18,1,2020,2020-01-18
11,10,1998,1998-10-11
21,3,2018,2018-03-21
17,10,2013,2013-10-17
17,7,2012,2012-07-17
1,12,2000,2000-12-01
28,9,2016,2016-09-28
7,7,2024,2024-07-07
14,8,1980,1980-08-14
15,4,2017,2017-04-15
18,2,1989,1989-02-18
15,7,1982,1982-07-15
28,4,2013,2013-04-28
4,9,1994,1994-09-04
13,6,1973,1973-06-13
5,5,1994,1994-05-05
25,1,1976,1976-01-25
12,10,2006,2006-10-12
13,12,2022,2022-12-13
22,10,1993,1993-10-22
18,4,1986,1986-04-18
31,7,1975,1975-07-31
6,8,1991,1991-08-06
26,9,1993,1993-09-26
22,12,2020,2020-12-22
14,7,1971,1971-07-14
5,12,2005,2005-12-05
24,2,1986,1986-02-24
2,3,2022,2022-03-02
18,5,2018,2018-05-18
27,3,2011,2011-03-27
13,6,2009,2009-06-13
30,3,2003,2003-03-30
31,5,2019,2019-05-31
2,4,1996,1996-04-02
8,5,2020,2020-05-08
9,11,1982,1982-11-09
10,3,1970,1970-03-10
29,1,1986,1986-01-29
16,12,2022,2022-12-16
15,1,1992,1992-01-15
1,6,2023,2023-06-01
17,8,2016,2016-08-17
23,3,1986,1986-03-23
20,1,2011,2011-01-20
16,7,2020,2020-07-16
13,6,2011,2011-06-13
24,4,1986,1986-04-24
24,7,2013,2013-07-24
24,10,1987,1987-10-24
7,9,1997,1997-09-07
26,5,2010,2010-05-26
15,7,2019,2019-07-15
1,8,2002,2002-08-01
4,3,1989,1989-03-04
11,8,2004,2004-08-11
18,10,1971,1971-10-18
20,11,1994,1994-11-20
27,5,2008,2008-05-27
20,9,2012,2012-09-20
21,3,2012,2012-03-21
18,4,1999,1999-04-18
8,7,1975,1975-07-08
24,2,1977,1977-02-24
10,3,1998,1998-03-10
21,4,1995,1995-04-21
23,12,2014,2014-12-23
17,9,1991,1991-09-17
30,5,2002,2002-05-30
27,11,2001,2001-11-27
3,5,1988,1988-05-03
25,9,2012,2012-09-25
28,8,2020,2020-08-28
1,6,2000,2000-06-01
17,8,1980,1980-08-17
15,5,2023,2023-05-15
23,4,2020,2020-04-23
25,1,1991,1991-01-25
21,9,1980,1980-09-21
8,3,2016,2016-03-08
12,12,1981,1981-12-12
4,11,2022,2022-11-04
30,11,1991,1991-11-30
14,2,1971,1971-02-14
6,1,2000,2000-01-06
5,9,2003,2003-09-05
19,2,2005,2005-02-19
8,8,2002,2002-08-08
5,9,1979,1979-09-05
14,4,2004,2004-04-14
15,9,1977,1977-09-15
7,1,2004,2004-01-07
26,7,2012,2012-07-26
29,8,2001,2001-08-29
15,4,2023,2023-04-15
27,11,1972,1972-11-27
15,12,2010,2010-12-15
22,2,2002,2002-02-22
13,9,1993,1993-09-13
19,1,2017,2017-01-19
14,12,2022,2022-12-14
18,8,2018,2018-08-18
19,1,2015,2015-01-19
28,12,2019,2019-12-28
2,8,1976,1976-08-02
11,10,1983,1983-10-11
26,4,1971,1971-04-26
1,12,2023,2023-12-01
18,5,2023,2023-05-18
16,9,1982,1982-09-16
2,11,2002,2002-11-02
20,9,1980,1980-09-20
14,7,2010,2010-07-14
10,5,2014,2014-05-10
31,10,2008,2008-10-31
22,5,1987,1987-05-22
21,1,1988,1988-01-21
18,6,1989,1989-06-18
2,7,2006,2006-07-02
5,5,1999,1999-05-05
16,11,2020,2020-11-16
22,5,1975,1975-05-22
12,11,1982,1982-11-12
4,11,2009,2009-11-04
18,5,2022,2022-05-18
7,10,2020,2020-10-07
16,5,1981,1981-05-16
27,1,1977,1977-01-27
17,8,1999,1999-08-17
11,6,2008,2008-06-11
5,6,1993,1993-06-05
5,1,1990,1990-01-05
23,5,2024,2024-05-23
13,1,2006,2006-01-13
31,8,2018,2018-08-31
5,9,1979,1979-09-05
13,2,2002,2002-02-13
13,7,1970,1970-07-13
13,4,2024,2024-04-13
9,8,1981,1981-08-09
24,7,2016,2016-07-24
14,2,1989,1989-02-14
9,12,1990,1990-12-09
12,1,2011,2011-01-12
19,8,2010,2010-08-19
16,4,1971,1971-04-16
16,11,2012,2012-11-16
10,1,2018,2018-01-10
29,10,2023,2023-10-29
12,10,2019,2019-10-12
24,7,1974,1974-07-24
25,2,1973,1973-02-25
17,10,1981,1981-10-17
6,9,2021,2021-09-06
10,7,1970,1970-07-10
2,7,1980,1980-07-02
26,7,1988,1988-07-26
8,7,2016,2016-07-08
13,1,2010,2010-01-13
27,6,1994,1994-06-27
8,8,2003,2003-08-08
3,6,2021,2021-06-03
28,1,2010,2010-01-28
15,3,2000,2000-03-15
7,8,2003,2003-08-07
16,11,1997,1997-11-16
13,5,1970,1970-05-13
27,2,1970,1970-02-27
28,8,2016,2016-08-28
18,9,1981,1981-09-18
17,3,1979,1979-03-17
15,1,1975,1975-01-15
11,11,1976,1976-11-11
30,9,1992,1992-09-30
16,6,1998,1998-06-16
16,2,1979,1979-02-16
1,7,2014,2014-07-01
6,11,2020,2020-11-06
8,10,2006,2006-10-08
5,3,1980,1980-03-05
13,7,1999,1999-07-13
11,3,1990,1990-03-11
2,12,1985,1985-12-02
8,3,2005,2005-03-08
7,12,2018,2018-12-07
12,11,1999,1999-11-12
18,10,1979,1979-10-18
12,2,2000,2000-02-12
19,10,1989,1989-10-19
1,9,1971,1971-09-01
4,5,1981,1981-05-04
8,10,1989,1989-10-08
25,10,1981,1981-10-25
16,11,1976,1976-11-16
1,11,2008,2008-11-01
2,11,2015,2015-11-02
26,7,2016,2016-07-26
18,9,2018,2018-09-18
3,5,1980,1980-05-03
7,2,1994,1994-02-07
20,8,1972,1972-08-20
27,3,1990,1990-03-27
26,8,1979,1979-08-26
27,5,2014,2014-05-27
26,9,1989,1989-09-26
11,11,2002,2002-11-11
12,11,1984,1984-11-12
6,3,1984,1984-03-06
17,10,2012,2012-10-17
17,2,1995,1995-02-17
28,10,2003,2003-10-28
8,4,1988,1988-04-08
27,10,2006,2006-10-27
22,1,2001,2001-01-22
12,12,2000,2000-12-12
27,10,1984,1984-10-27
15,3,1989,1989-03-15
1,12,1998,1998-12-01
22,2,2001,2001-02-22
13,10,2023,2023-10-13
18,10,1978,1978-10-18
23,9,1999,1999-09-23
3,2,1977,1977-02-03
30,10,1993,1993-10-30
10,7,1986,1986-07-10
24,5,1992,1992-05-24
25,7,2006,2006-07-25
1,11,1971,1971-11-01
16,4,1988,1988-04-16
22,11,1979,1979-11-22
16,1,2008,2008-01-16
5,1,1977,1977-01-05
9,6,2007,2007-06-09
18,8,1970,1970-08-18
26,11,1977,1977-11-26
25,6,1974,1974-06-25
30,10,2019,2019-10-30
19,12,2016,2016-12-19
3,7,2024,2024-07-03
30,6,1982,1982-06-30
6,11,1987,1987-11-06
22,3,1987,1987-03-22
28,12,1986,1986-12-28
9,2,2013,2013-02-09
7,8,2005,2005-08-07
6,10,1990,1990-10-06
21,6,1970,1970-06-21
17,6,1998,1998-06-17
21,12,1988,1988-12-21
21,8,2013,2013-08-21
10,10,1988,1988-10-10
15,6,1980,1980-06-15
2,9,2009,2009-09-02
20,2,2003,2003-02-20
4,8,2017,2017-08-04
10,6,1979,1979-06-10
16,10,2014,2014-10-16
15,9,1987,1987-09-15
16,11,1974,1974-11-16
19,5,2018,2018-05-19
14,3,1970,1970-03-14
27,12,1975,1975-12-27
30,5,1990,1990-05-30
3,11,2010,2010-11-03
18,11,2004,2004-11-18
25,10,2011,2011-10-25
3,4,1973,1973-04-03
8,11,2014,2014-11-08
20,10,1983,1983-10-20
29,10,1989,1989-10-29
16,4,1979,1979-04-16
13,5,1975,1975-05-13
19,9,1999,1999-09-19
3,12,1990,1990-12-03
17,8,2006,2006-08-17
19,5,1999,1999-05-19
18,3,2006,2006-03-18
15,3,2017,2017-03-15
4,10,1994,1994-10-04
30,7,2017,2017-07-30
15,9,2003,2003-09-15
29,10,2017,2017-10-29
21,11,2001,2001-11-21
1,4,1990,1990-04-01
12,12,1992,1992-12-12
7,6,2016,2016-06-07
25,10,1974,1974-10-25
28,7,1983,1983-07-28
7,10,1993,1993-10-07
15,5,1997,1997-05-15
4,5,2010,2010-05-04
16,12,1984,1984-12-16
30,1,2015,2015-01-30
16,7,1978,1978-07-16
21,2,1995,1995-02-21
19,10,1994,1994-10-19
15,11,1982,1982-11-15
4,9,1995,1995-09-04
21,1,2014,2014-01-21
28,1,2019,2019-01-28
22,1,2022,2022-01-22
4,4,2011,2011-04-04
26,5,2010,2010-05-26
12,9,2014,2014-09-12
16,4,1976,1976-04-16
6,2,1996,1996-02-06
24,5,1971,1971-05-24
27,5,2004,2004-05-27
19,10,2003,2003-10-19
25,4,1999,1999-04-25
9,4,2012,2012-04-09
15,1,1973,1973-01-15
30,9,1982,1982-09-30
19,11,2022,2022-11-19
23,3,1970,1970-03-23
27,7,1996,1996-07-27
12,11,1993,1993-11-12
1,6,1977,1977-06-01
12,3,1984,1984-03-12
29,4,2004,2004-04-29
30,12,2001,2001-12-30
7,8,2022,2022-08-07
25,1,1999,1999-01-25
30,7,1996,1996-07-30
29,5,1977,1977-05-29
16,4,1979,1979-04-16
5,1,2009,2009-01-05
24,11,1980,1980-11-24
4,3,2017,2017-03-04
21,5,1982,1982-05-21
21,3,2023,2023-03-21
7,11,1994,1994-11-07
12,4,1971,1971-04-12
1,2,2003,2003-02-01
16,7,2000,2000-07-16
20,1,1988,1988-01-20
28,2,2009,2009-02-28
17,10,1986,1986-10-17
1,7,1978,1978-07-01
29,10,1996,1996-10-29
9,8,2007,2007-08-09
26,12,1979,1979-12-26
26,6,1999,1999-06-26
11,10,2000,2000-10-11
29,5,1995,1995-05-29
2,5,2021,2021-05-02
30,8,2000,2000-08-30
18,12,2018,2018-12-18
26,8,1984,1984-08-26
7,4,1975,1975-04-07
26,6,1974,1974-06-26
29,2,2000,2000-02-29
21,9,1989,1989-09-21
10,7,1979,1979-07-10
26,6,1986,1986-06-26
15,3,1999,1999-03-15
10,10,1994,1994-10-10
4,4,1981,1981-04-04
2,9,1971,1971-09-02
5,7,1980,1980-07-05
29,3,2020,2020-03-29
13,12,1995,1995-12-13
5,9,2022,2022-09-05
21,8,1987,1987-08-21
8,12,2007,2007-12-08
7,4,1982,1982-04-07
27,6,2000,2000-06-27
16,1,1970,1970-01-16
9,2,2008,2008-02-09
24,4,2023,2023-04-24
23,8,1979,1979-08-23
27,10,2008,2008-10-27
13,10,1992,1992-10-13
5,4,2017,2017-04-05
12,1,1997,1997-01-12
24,5,2013,2013-05-24
21,10,1977,1977-10-21
31,1,2017,2017-01-31
15,11,1983,1983-11-15
30,5,1973,1973-05-30
19,7,1979,1979-07-19
27,8,1990,1990-08-27
25,5,1999,1999-05-25
5,12,1990,1990-12-05
22,10,2012,2012-10-22
17,4,1994,1994-04-17
20,10,1978,1978-10-20
18,7,1999,1999-07-18
3,6,2000,2000-06-03
19,9,2022,2022-09-19
23,12,1973,1973-12-23
13,2,2009,2009-02-13
25,2,2004,2004-02-25
27,11,1986,1986-11-27
30,9,1991,1991-09-30
20,3,1982,1982-03-20
21,4,1994,1994-04-21
9,7,1978,1978-07-09
26,10,2006,2006-10-26
24,7,2017,2017-07-24
5,12,1995,1995-12-05
12,3,2009,2009-03-12
6,12,1997,1997-12-06
13,1,2013,2013-01-13
15,9,1996,1996-09-15
8,12,2014,2014-12-08
14,8,2018,2018-08-14
21,10,2013,2013-10-21
26,3,1984,1984-03-26
27,3,2014,2014-03-27
2,1,1995,1995-01-02
22,9,2003,2003-09-22
10,9,1990,1990-09-10
4,1,2005,2005-01-04
11,8,2015,2015-08-11
24,1,1988,1988-01-24
2,12,1995,1995-12-02
20,8,1971,1971-08-20
24,8,1988,1988-08-24
1,12,2015,2015-12-01
3,1,1991,1991-01-03
25,4,1979,1979-04-25
2,11,1970,1970-11-02
4,2,1971,1971-02-04
2,1,2015,2015-01-02
24,6,1996,1996-06-24
25,3,2017,2017-03-25
2,12,2020,2020-12-02
31,10,2016,2016-10-31
24,5,2015,2015-05-24
18,4,2005,2005-04-18
25,8,1993,1993-08-25
18,3,2008,2008-03-18
26,5,2016,2016-05-26
15,11,1998,1998-11-15
7,5,1985,1985-05-07
10,9,2009,2009-09-10
9,6,2001,2001-06-09
29,8,1988,1988-08-29
26,2,2008,2008-02-26
22,10,2010,2010-10-22
14,9,2008,2008-09-14
28,2,2010,2010-02-28
29,9,2011,2011-09-29
26,11,2007,2007-11-26
12,3,1984,1984-03-12
4,9,1996,1996-09-04
10,12,1979,1979-12-10
4,3,2022,2022-03-04
13,4,1978,1978-04-13
24,8,2006,2006-08-24
21,5,1972,1972-05-21
10,6,2018,2018-06-10
25,1,1991,1991-01-25
18,11,2000,2000-11-18
14,12,1973,1973-12-14
26,3,2023,2023-03-26
5,6,2023,2023-06-05
28,7,2006,2006-07-28
23,8,2023,2023-08-23
17,9,2014,2014-09-17
18,10,1975,1975-10-18
4,4,1988,1988-04-04
16,3,1992,1992-03-16
21,8,1985,1985-08-21
1,3,2022,2022-03-01
31,12,1997,1997-12-31
30,10,2003,2003-10-30
1,3,2007,2007-03-01
7,12,2017,2017-12-07
10,3,1973,1973-03-10
11,8,1972,1972-08-11
16,3,2017,2017-03-16
6,9,1971,1971-09-06
2,12,2001,2001-12-02
5,4,2004,2004-04-05
15,7,1986,1986-07-15
7,3,2017,2017-03-07
28,6,1989,1989-06-28
3,5,1974,1974-05-03
29,1,1990,1990-01-29
7,6,1990,1990-06-07
28,11,1976,1976-11-28
3,8,1990,1990-08-03
17,10,2018,2018-10-17
12,5,2000,2000-05-12
14,8,2005,2005-08-14
6,7,2012,2012-07-06
25,4,1978,1978-04-25
29,12,1973,1973-12-29
29,7,2010,2010-07-29
10,9,1978,1978-09-10
13,1,1976,1976-01-13
7,4,2021,2021-04-07
17,1,2006,2006-01-17
8,12,1999,1999-12-08
16,6,1978,1978-06-16
5,5,1986,1986-05-05
30,7,2021,2021-07-30
20,11,1998,1998-11-20
8,5,2024,2024-05-08
14,12,2001,2001-12-14
17,7,2000,2000-07-17
18,10,1990,1990-10-18
8,9,1996,1996-09-08
9,10,1986,1986-10-09
17,5,1999,1999-05-17
7,1,2010,2010-01-07
20,10,2007,2007-10-20
26,2,2002,2002-02-26
19,4,2020,2020-04-19
10,3,2002,2002-03-10
4,4,2022,2022-04-04
1,4,1972,1972-04-01
19,12,1988,1988-12-19
16,10,1982,1982-10-16
2,12,2014,2014-12-02
31,10,1991,1991-10-31
5,6,1994,1994-06-05
14,5,2014,2014-05-14
3,4,2003,2003-04-03
26,3,2010,2010-03-26
18,5,1991,1991-05-18
2,6,2009,2009-06-02
25,12,2011,2011-12-25
24,5,1982,1982-05-24
20,12,2020,2020-12-20
5,12,1972,1972-12-05
31,7,2001,2001-07-31
11,9,1995,1995-09-11
25,5,1982,1982-05-25
26,9,2012,2012-09-26
12,11,1993,1993-11-12
28,4,1984,1984-04-28
18,3,1971,1971-03-18
25,6,2008,2008-06-25
18,2,2016,2016-02-18
18,11,1995,1995-11-18
9,2,2011,2011-02-09
1,12,1974,1974-12-01
23,11,1984,1984-11-23
6,4,2013,2013-04-06
1,4,2000,2000-04-01
20,7,2021,2021-07-20
18,5,1982,1982-05-18
25,1,1976,1976-01-25
26,8,2016,2016-08-26
30,4,1976,1976-04-30
21,1,1985,1985-01-21
6,11,1972,1972-11-06
31,5,1998,1998-05-31
24,12,1991,1991-12-24
6,3,2019,2019-03-06
11,7,1989,1989-07-11
29,9,2016,2016-09-29
31,5,1971,1971-05-31
2,7,2015,2015-07-02
13,1,2006,2006-01-13
17,5,2013,2013-05-17
14,11,1998,1998-11-14
1,7,1993,1993-07-01
17,12,2001,2001-12-17
14,10,2021,2021-10-14
7,9,2014,2014-09-07
23,2,2013,2013-02-23
24,5,2020,2020-05-24
28,3,2001,2001-03-28
28,4,1972,1972-04-28
6,7,1974,1974-07-06
10,3,2013,2013-03-10
5,9,2017,2017-09-05
24,10,1975,1975-10-24
6,1,1983,1983-01-06
6,10,1996,1996-10-06
6,2,1998,1998-02-06
24,4,1984,1984-04-24
15,9,1985,1985-09-15
21,6,2003,2003-06-21
20,12,1970,1970-12-20
27,11,2017,2017-11-27
15,5,2004,2004-05-15
8,12,2006,2006-12-08
17,8,1976,1976-08-17
16,12,1993,1993-12-16
4,1,1986,1986-01-04
20,3,2017,2017-03-20
3,12,1990,1990-12-03
22,7,2008,2008-07-22
29,9,1987,1987-09-29
1,4,2020,2020-04-01
18,6,1992,1992-06-18
13,10,1994,1994-10-13
27,9,1971,1971-09-27
25,11,2013,2013-11-25
14,5,2008,2008-05-14
8,1,2009,2009-01-08
2,10,1987,1987-10-02
2,3,2017,2017-03-02
25,4,1984,1984-04-25
2,8,1982,1982-08-02
26,11,2006,2006-11-26
8,3,2010,2010-03-08
10,11,1976,1976-11-10
28,6,1995,1995-06-28
9,10,1996,1996-10-09
11,6,1989,1989-06-11
2,5,2003,2003-05-02
29,7,1976,1976-07-29
26,2,1975,1975-02-26
23,11,2007,2007-11-23
31,1,1976,1976-01-31
2,8,2003,2003-08-02
28,12,1989,1989-12-28
2,8,2012,2012-08-02
23,12,2016,2016-12-23
1,11,2006,2006-11-01
13,5,2011,2011-05-13
6,5,2021,2021-05-06
14,2,2010,2010-02-14
27,11,1993,1993-11-27
26,9,2010,2010-09-26
4,5,2005,2005-05-04
22,11,1999,1999-11-22
21,5,1981,1981-05-21
