birth_day,birth_month,birth_year,birth_date
14,11,1954,1954-11-14
4,8,1968,1968-08-04
4,5,2004,2004-05-04
27,4,1914,1914-04-27
17,8,1947,1947-08-17
20,9,1954,1954-09-20
21,7,1953,1953-07-21
20,11,1927,1927-11-20
25,4,1939,1939-04-25
29,4,1964,1964-04-29
1,2,1909,1909-02-01
10,5,1932,1932-05-10
14,3,2014,2014-03-14
19,9,1931,1931-09-19
25,4,1963,1963-04-25
9,4,1980,1980-04-09
11,5,1969,1969-05-11
26,1,2007,2007-01-26
8,2,1912,1912-02-08
10,9,1966,1966-09-10
31,7,1917,1917-07-31
6,1,2022,2022-01-06
16,9,1920,1920-09-16
23,9,1977,1977-09-23
29,10,2001,2001-10-29
2,10,1995,1995-10-02
9,5,1950,1950-05-09
5,6,2006,2006-06-05
30,4,2015,2015-04-30
27,3,1967,1967-03-27
2,6,1988,1988-06-02
18,5,1928,1928-05-18
1,8,2008,2008-08-01
2,3,1957,1957-03-02
24,1,1950,1950-01-24
17,9,1960,1960-09-17
16,1,2010,2010-01-16
31,3,1961,1961-03-31
23,11,2019,2019-11-23
29,9,1946,1946-09-29
29,12,1956,1956-12-29
16,8,1950,1950-08-16
27,12,1950,1950-12-27
14,2,1946,1946-02-14
9,5,1965,1965-05-09
19,5,1974,1974-05-19
5,3,2009,2009-03-05
1,8,1948,1948-08-01
30,10,2008,2008-10-30
20,2,1912,1912-02-20
5,4,1980,1980-04-05
17,11,1928,1928-11-17
30,6,1915,1915-06-30
28,8,1921,1921-08-28
1,2,1932,1932-02-01
18,8,1947,1947-08-18
8,4,1945,1945-04-08
11,5,2000,2000-05-11
15,10,1956,1956-10-15
1,9,1944,1944-09-01
4,1,1921,1921-01-04
12,7,2016,2016-07-12
29,3,1964,1964-03-29
16,5,1961,1961-05-16
16,1,1946,1946-01-16
24,3,2024,2024-03-24
12,3,1987,1987-03-12
26,12,2020,2020-12-26
17,6,2003,2003-06-17
27,4,1957,1957-04-27
18,6,1938,1938-06-18
14,12,1968,1968-12-14
10,1,1909,1909-01-10
5,5,1963,1963-05-05
9,11,1913,1913-11-09
27,5,1919,1919-05-27
8,2,1993,1993-02-08
24,9,1964,1964-09-24
31,5,1954,1954-05-31
11,3,1989,1989-03-11
26,4,2008,2008-04-26
2,11,1976,1976-11-02
17,4,1980,1980-04-17
12,4,1992,1992-04-12
6,4,1924,1924-04-06
23,12,2021,2021-12-23
9,4,1934,1934-04-09
11,1,1956,1956-01-11
3,9,1930,1930-09-03
7,11,2002,2002-11-07
2,10,1936,1936-10-02
28,4,1992,1992-04-28
27,1,1959,1959-01-27
27,9,1941,1941-09-27
2,11,1916,1916-11-02
27,10,2005,2005-10-27
2,7,1938,1938-07-02
23,1,1909,1909-01-23
14,1,1963,1963-01-14
27,11,1981,1981-11-27
15,5,1987,1987-05-15
23,9,1939,1939-09-23
24,3,1998,1998-03-24
18,10,1945,1945-10-18
12,5,1989,1989-05-12
17,4,2000,2000-04-17
26,2,2015,2015-02-26
10,6,2003,2003-06-10
17,1,2016,2016-01-17
19,8,1936,1936-08-19
18,4,1989,1989-04-18
29,4,1909,1909-04-29
29,9,1983,1983-09-29
13,11,1916,1916-11-13
28,3,2010,2010-03-28
31,12,1936,1936-12-31
6,12,1955,1955-12-06
2,6,1935,1935-06-02
29,1,1973,1973-01-29
20,8,1988,1988-08-20
23,2,1937,1937-02-23
6,9,1990,1990-09-06
3,4,2008,2008-04-03
19,6,2006,2006-06-19
8,5,1991,1991-05-08
24,12,1926,1926-12-24
15,11,1943,1943-11-15
10,7,1924,1924-07-10
26,7,1909,1909-07-26
26,7,1941,1941-07-26
31,5,1912,1912-05-31
3,1,1925,1925-01-03
6,11,1971,1971-11-06
5,1,1941,1941-01-05
12,12,1947,1947-12-12
31,3,1954,1954-03-31
16,5,1991,1991-05-16
4,8,1947,1947-08-04
3,2,2013,2013-02-03
30,7,1965,1965-07-30
18,6,1945,1945-06-18
7,12,1913,1913-12-07
7,4,1940,1940-04-07
13,1,1999,1999-01-13
20,4,1927,1927-04-20
29,4,1929,1929-04-29
14,10,2012,2012-10-14
21,9,1983,1983-09-21
7,6,1962,1962-06-07
16,9,1990,1990-09-16
17,7,1919,1919-07-17
25,1,1920,1920-01-25
1,4,1981,1981-04-01
18,3,1968,1968-03-18
10,12,1911,1911-12-10
13,7,1986,1986-07-13
19,12,1968,1968-12-19
2,10,1991,1991-10-02
21,5,1928,1928-05-21
31,1,1946,1946-01-31
26,7,1935,1935-07-26
18,3,2004,2004-03-18
22,9,2006,2006-09-22
5,2,1947,1947-02-05
16,3,1941,1941-03-16
25,4,1934,1934-04-25
6,5,1975,1975-05-06
17,11,1931,1931-11-17
13,12,2014,2014-12-13
28,4,2015,2015-04-28
21,5,1917,1917-05-21
24,4,2010,2010-04-24
28,7,1926,1926-07-28
27,11,2001,2001-11-27
14,11,1955,1955-11-14
28,12,1977,1977-12-28
30,6,2017,2017-06-30
27,12,1942,1942-12-27
5,2,1970,1970-02-05
1,12,2012,2012-12-01
24,4,2005,2005-04-24
16,1,1987,1987-01-16
21,2,1953,1953-02-21
17,9,1916,1916-09-17
5,11,2011,2011-11-05
26,3,1939,1939-03-26
15,2,1966,1966-02-15
18,12,1944,1944-12-18
17,2,1921,1921-02-17
24,8,1982,1982-08-24
17,10,1941,1941-10-17
1,1,1966,1966-01-01
25,10,1999,1999-10-25
16,10,1978,1978-10-16
16,4,1919,1919-04-16
14,10,2019,2019-10-14
15,8,1912,1912-08-15
7,8,1961,1961-08-07
8,8,1985,1985-08-08
20,2,1964,1964-02-20
24,10,1927,1927-10-24
12,2,1977,1977-02-12
29,4,1953,1953-04-29
20,3,1992,1992-03-20
6,3,1972,1972-03-06
27,12,1965,1965-12-27
5,7,1960,1960-07-05
19,3,2006,2006-03-19
16,12,1986,1986-12-16
22,8,2000,2000-08-22
11,7,1978,1978-07-11
29,11,1981,1981-11-29
24,8,1927,1927-08-24
12,1,1964,1964-01-12
19,10,1996,1996-10-19
17,8,2020,2020-08-17
16,5,1929,1929-05-16
28,8,1996,1996-08-28
17,6,1984,1984-06-17
11,2,1985,1985-02-11
16,7,1990,1990-07-16
23,7,2023,2023-07-23
2,2,1993,1993-02-02
12,5,2011,2011-05-12
20,12,1949,1949-12-20
4,7,1926,1926-07-04
3,5,1983,1983-05-03
24,4,1928,1928-04-24
4,8,1965,1965-08-04
12,2,1916,1916-02-12
15,5,2009,2009-05-15
11,3,2022,2022-03-11
5,8,1910,1910-08-05
24,4,1976,1976-04-24
15,8,1930,1930-08-15
16,6,1995,1995-06-16
12,6,1917,1917-06-12
13,9,1908,1908-09-13
13,3,1935,1935-03-13
30,1,1939,1939-01-30
13,2,1944,1944-02-13
28,8,1996,1996-08-28
5,9,1991,1991-09-05
7,5,1919,1919-05-07
21,2,2010,2010-02-21
18,10,1939,1939-10-18
21,4,1998,1998-04-21
28,2,1947,1947-02-28
13,10,1954,1954-10-13
11,2,2003,2003-02-11
7,9,1940,1940-09-07
1,1,1994,1994-01-01
3,4,1912,1912-04-03
1,5,1964,1964-05-01
17,6,1976,1976-06-17
30,12,1915,1915-12-30
15,4,1918,1918-04-15
18,10,1958,1958-10-18
16,8,1952,1952-08-16
22,7,1957,1957-07-22
27,4,1972,1972-04-27
1,2,1991,1991-02-01
20,12,1910,1910-12-20
6,12,1968,1968-12-06
26,9,1946,1946-09-26
21,12,1972,1972-12-21
11,2,1999,1999-02-11
30,10,1910,1910-10-30
16,6,1960,1960-06-16
17,4,1909,1909-04-17
6,1,2019,2019-01-06
1,12,2017,2017-12-01
29,8,1934,1934-08-29
22,1,1996,1996-01-22
9,9,1968,1968-09-09
13,11,2008,2008-11-13
2,11,1950,1950-11-02
18,9,2020,2020-09-18
10,6,1970,1970-06-10
7,8,2002,2002-08-07
24,12,2023,2023-12-24
6,7,1910,1910-07-06
6,1,1932,1932-01-06
12,11,1956,1956-11-12
28,9,1947,1947-09-28
18,1,1925,1925-01-18
7,10,1952,1952-10-07
24,6,1936,1936-06-24
19,1,1992,1992-01-19
4,11,1932,1932-11-04
23,1,1997,1997-01-23
28,12,1929,1929-12-28
6,11,1929,1929-11-06
24,4,1961,1961-04-24
18,1,2023,2023-01-18
22,11,1966,1966-11-22
4,5,1983,1983-05-04
12,8,1942,1942-08-12
21,5,1926,1926-05-21
18,9,2014,2014-09-18
12,5,2023,2023-05-12
27,4,1925,1925-04-27
14,7,2019,2019-07-14
6,3,1980,1980-03-06
18,3,1966,1966-03-18
16,1,1918,1918-01-16
10,9,1937,1937-09-10
6,5,2020,2020-05-06
10,10,1915,1915-10-10
18,6,1945,1945-06-18
26,10,1963,1963-10-26
8,4,1994,1994-04-08
31,8,1948,1948-08-31
25,7,1997,1997-07-25
23,5,1909,1909-05-23
20,7,1992,1992-07-20
15,3,2002,2002-03-15
25,7,1964,1964-07-25
23,2,1944,1944-02-23
14,8,1917,1917-08-14
27,9,1952,1952-09-27
29,9,2020,2020-09-29
4,2,1937,1937-02-04
17,5,1935,1935-05-17
25,4,1986,1986-04-25
5,12,2023,2023-12-05
29,5,1988,1988-05-29
12,2,1957,1957-02-12
3,9,2020,2020-09-03
16,2,1957,1957-02-16
6,12,1932,1932-12-06
18,9,1972,1972-09-18
9,5,1965,1965-05-09
18,11,1951,1951-11-18
20,4,2020,2020-04-20
5,6,1920,1920-06-05
24,5,1957,1957-05-24
27,12,1939,1939-12-27
9,8,1979,1979-08-09
20,6,2005,2005-06-20
12,6,2000,2000-06-12
27,7,1972,1972-07-27
4,8,1991,1991-08-04
21,4,1946,1946-04-21
29,11,1933,1933-11-29
14,1,1938,1938-01-14
3,5,1963,1963-05-03
17,7,2014,2014-07-17
17,11,1986,1986-11-17
18,11,1986,1986-11-18
3,3,1950,1950-03-03
21,10,1967,1967-10-21
19,8,1913,1913-08-19
7,6,1967,1967-06-07
4,10,2000,2000-10-04
27,8,2004,2004-08-27
13,10,2015,2015-10-13
25,1,1917,1917-01-25
21,6,1969,1969-06-21
17,12,1973,1973-12-17
27,11,1947,1947-11-27
8,2,1967,1967-02-08
16,10,1955,1955-10-16
11,8,1970,1970-08-11
2,4,1963,1963-04-02
8,6,1978,1978-06-08
22,11,1990,1990-11-22
4,8,1912,1912-08-04
9,10,1912,1912-10-09
11,5,1965,1965-05-11
25,3,1909,1909-03-25
10,5,1920,1920-05-10
31,8,1919,1919-08-31
18,11,1973,1973-11-18
23,12,1956,1956-12-23
23,6,2002,2002-06-23
31,1,1945,1945-01-31
30,1,1989,1989-01-30
14,12,1966,1966-12-14
19,7,1943,1943-07-19
31,1,1984,1984-01-31
2,4,2020,2020-04-02
14,12,1956,1956-12-14
29,3,1988,1988-03-29
29,1,1939,1939-01-29
23,5,1990,1990-05-23
15,10,1945,1945-10-15
14,10,2000,2000-10-14
8,9,1930,1930-09-08
10,2,1943,1943-02-10
14,7,1997,1997-07-14
31,3,1991,1991-03-31
27,2,2010,2010-02-27
17,12,2015,2015-12-17
2,5,1956,1956-05-02
29,7,1952,1952-07-29
12,1,1926,1926-01-12
25,3,2016,2016-03-25
28,4,1989,1989-04-28
3,8,1921,1921-08-03
18,7,1985,1985-07-18
16,4,1928,1928-04-16
31,8,1999,1999-08-31
4,11,1984,1984-11-04
15,11,1921,1921-11-15
16,2,2021,2021-02-16
22,9,2001,2001-09-22
24,2,1960,1960-02-24
17,11,1945,1945-11-17
1,11,2008,2008-11-01
26,5,2010,2010-05-26
27,6,1935,1935-06-27
10,3,2017,2017-03-10
26,1,1942,1942-01-26
27,9,1980,1980-09-27
27,12,1979,1979-12-27
31,7,1991,1991-07-31
25,8,1982,1982-08-25
7,2,1992,1992-02-07
21,7,1967,1967-07-21
21,12,2012,2012-12-21
10,3,1998,1998-03-10
29,7,1961,1961-07-29
29,7,1994,1994-07-29
14,5,1937,1937-05-14
18,10,1958,1958-10-18
15,5,1938,1938-05-15
12,6,1921,1921-06-12
7,6,1980,1980-06-07
4,7,1986,1986-07-04
26,3,1921,1921-03-26
27,3,2014,2014-03-27
26,4,1954,1954-04-26
1,5,1958,1958-05-01
22,8,2013,2013-08-22
13,3,1944,1944-03-13
4,3,1980,1980-03-04
8,8,1994,1994-08-08
9,4,1932,1932-04-09
11,8,1960,1960-08-11
6,6,1930,1930-06-06
1,6,1988,1988-06-01
1,3,1939,1939-03-01
21,5,1934,1934-05-21
14,10,2017,2017-10-14
25,8,1960,1960-08-25
19,11,1996,1996-11-19
3,8,1957,1957-08-03
9,4,1924,1924-04-09
11,12,1967,1967-12-11
22,11,1935,1935-11-22
25,11,1971,1971-11-25
24,6,1939,1939-06-24
16,4,1946,1946-04-16
11,6,1940,1940-06-11
16,6,2003,2003-06-16
2,10,2002,2002-10-02
16,11,2009,2009-11-16
22,5,1975,1975-05-22
7,7,1931,1931-07-07
3,7,1968,1968-07-03
5,6,1950,1950-06-05
17,2,1986,1986-02-17
26,11,1995,1995-11-26
6,11,1916,1916-11-06
7,8,1915,1915-08-07
27,1,1948,1948-01-27
29,3,1973,1973-03-29
20,9,1938,1938-09-20
7,2,2005,2005-02-07
4,1,1962,1962-01-04
20,2,2008,2008-02-20
7,2,1976,1976-02-07
25,7,1968,1968-07-25
16,11,1923,1923-11-16
31,1,1954,1954-01-31
2,10,1976,1976-10-02
31,12,2016,2016-12-31
28,3,1923,1923-03-28
26,12,1997,1997-12-26
5,11,1957,1957-11-05
26,12,1928,1928-12-26
26,6,1988,1988-06-26
5,10,1948,1948-10-05
10,7,1979,1979-07-10
19,8,1996,1996-08-19
28,10,1915,1915-10-28
11,5,1967,1967-05-11
9,7,2020,2020-07-09
19,5,1974,1974-05-19
2,1,2011,2011-01-02
29,12,1951,1951-12-29
12,8,1929,1929-08-12
6,8,2010,2010-08-06
3,3,2018,2018-03-03
28,12,2001,2001-12-28
6,2,1994,1994-02-06
4,9,2020,2020-09-04
3,1,1982,1982-01-03
6,10,2018,2018-10-06
23,9,1909,1909-09-23
6,10,1996,1996-10-06
10,5,2005,2005-05-10
30,1,2012,2012-01-30
28,7,1925,1925-07-28
5,12,1966,1966-12-05
27,3,1982,1982-03-27
10,9,1949,1949-09-10
29,11,1934,1934-11-29
27,9,1938,1938-09-27
21,11,1937,1937-11-21
29,9,2012,2012-09-29
8,4,1924,1924-04-08
3,1,1955,1955-01-03
3,11,2016,2016-11-03
19,5,1986,1986-05-19
17,4,1953,1953-04-17
9,6,1940,1940-06-09
15,2,1953,1953-02-15
15,6,1969,1969-06-15
9,11,2014,2014-11-09
16,6,1968,1968-06-16
12,12,1915,1915-12-12
26,3,2018,2018-03-26
11,5,1998,1998-05-11
7,12,1988,1988-12-07
9,12,1938,1938-12-09
16,2,2024,2024-02-16
5,6,1950,1950-06-05
3,11,2021,2021-11-03
3,7,1962,1962-07-03
2,8,2021,2021-08-02
19,2,1953,1953-02-19
11,7,2008,2008-07-11
30,7,1931,1931-07-30
19,5,1936,1936-05-19
22,3,1963,1963-03-22
1,7,1926,1926-07-01
29,11,1987,1987-11-29
26,10,1936,1936-10-26
28,6,1978,1978-06-28
10,4,2007,2007-04-10
20,12,1936,1936-12-20
11,3,1988,1988-03-11
9,5,2015,2015-05-09
8,9,1955,1955-09-08
15,10,1971,1971-10-15
2,8,1985,1985-08-02
22,12,1972,1972-12-22
23,9,1936,1936-09-23
13,9,2017,2017-09-13
31,5,1912,1912-05-31
4,1,1969,1969-01-04
11,1,1922,1922-01-11
20,11,2004,2004-11-20
27,11,2023,2023-11-27
12,2,2016,2016-02-12
25,1,1921,1921-01-25
11,1,1937,1937-01-11
4,6,2014,2014-06-04
3,12,1971,1971-12-03
1,3,1980,1980-03-01
2,10,1972,1972-10-02
29,9,2007,2007-09-29
19,7,1950,1950-07-19
2,2,1924,1924-02-02
26,11,1955,1955-11-26
7,10,1922,1922-10-07
4,5,1973,1973-05-04
12,1,1954,1954-01-12
15,5,1960,1960-05-15
14,9,1963,1963-09-14
8,3,1942,1942-03-08
2,1,1948,1948-01-02
3,12,2014,2014-12-03
30,5,1919,1919-05-30
7,11,1926,1926-11-07
21,7,2015,2015-07-21
21,7,2009,2009-07-21
12,12,1975,1975-12-12
3,2,2005,2005-02-03
15,9,1952,1952-09-15
15,1,1957,1957-01-15
17,5,2004,2004-05-17
18,7,1963,1963-07-18
9,5,1983,1983-05-09
22,4,1914,1914-04-22
8,11,1981,1981-11-08
8,4,1999,1999-04-08
14,10,1920,1920-10-14
15,1,1922,1922-01-15
10,10,1950,1950-10-10
7,2,1986,1986-02-07
23,4,2020,2020-04-23
1,9,1928,1928-09-01
28,1,2009,2009-01-28
11,1,2007,2007-01-11
30,9,2015,2015-09-30
7,3,1960,1960-03-07
4,3,1934,1934-03-04
6,10,1977,1977-10-06
10,5,1923,1923-05-10
15,8,2013,2013-08-15
11,3,1924,1924-03-11
19,3,1972,1972-03-19
10,10,1973,1973-10-10
24,2,2000,2000-02-24
24,2,1967,1967-02-24
29,9,1927,1927-09-29
11,2,1943,1943-02-11
19,2,1927,1927-02-19
25,11,2016,2016-11-25
6,10,1911,1911-10-06
6,11,1970,1970-11-06
23,3,2022,2022-03-23
17,11,1944,1944-11-17
28,8,2016,2016-08-28
14,6,2013,2013-06-14
18,11,1947,1947-11-18
7,7,1974,1974-07-07
5,8,1999,1999-08-05
7,2,1955,1955-02-07
14,12,1913,1913-12-14
25,9,1957,1957-09-25
11,9,1982,1982-09-11
3,12,1970,1970-12-03
4,6,1987,1987-06-04
26,6,1967,1967-06-26
23,4,1958,1958-04-23
4,8,1925,1925-08-04
23,8,2012,2012-08-23
5,2,2020,2020-02-05
10,4,1930,1930-04-10
4,2,1947,1947-02-04
8,3,1960,1960-03-08
7,10,2012,2012-10-07
15,5,2000,2000-05-15
26,1,1969,1969-01-26
27,3,2000,2000-03-27
13,8,1934,1934-08-13
25,1,1931,1931-01-25
24,7,2024,2024-07-24
6,7,2014,2014-07-06
18,11,1942,1942-11-18
28,1,1974,1974-01-28
19,6,1981,1981-06-19
20,10,1990,1990-10-20
9,2,1939,1939-02-09
12,9,1926,1926-09-12
7,5,2002,2002-05-07
17,6,2013,2013-06-17
21,9,2008,2008-09-21
14,5,2020,2020-05-14
7,8,1916,1916-08-07
11,10,1935,1935-10-11
14,8,1947,1947-08-14
30,5,1997,1997-05-30
27,11,2018,2018-11-27
15,3,1949,1949-03-15
14,5,2012,2012-05-14
4,1,1959,1959-01-04
20,8,1979,1979-08-20
4,8,1965,1965-08-04
17,9,2000,2000-09-17
5,6,1939,1939-06-05
22,10,1951,1951-10-22
2,5,2021,2021-05-02
12,6,1986,1986-06-12
1,9,1920,1920-09-01
27,8,1928,1928-08-27
20,9,2012,2012-09-20
27,1,1960,1960-01-27
2,4,2002,2002-04-02
19,6,1933,1933-06-19
8,9,1974,1974-09-08
10,7,1994,1994-07-10
3,11,2008,2008-11-03
11,4,1984,1984-04-11
6,9,2014,2014-09-06
16,8,1967,1967-08-16
18,11,1917,1917-11-18
24,4,1948,1948-04-24
28,11,1955,1955-11-28
16,7,1967,1967-07-16
1,1,1940,1940-01-01
18,9,2023,2023-09-18
7,12,1960,1960-12-07
31,3,1930,1930-03-31
25,6,1912,1912-06-25
26,1,1946,1946-01-26
2,8,1985,1985-08-02
27,1,2015,2015-01-27
15,6,2019,2019-06-15
15,9,1988,1988-09-15
20,1,1954,1954-01-20
28,9,1988,1988-09-28
15,4,1923,1923-04-15
15,4,1991,1991-04-15
12,4,1996,1996-04-12
5,7,2023,2023-07-05
9,3,1961,1961-03-09
7,11,1992,1992-11-07
9,10,2017,2017-10-09
7,7,1949,1949-07-07
29,9,1942,1942-09-29
12,8,2015,2015-08-12
1,10,1952,1952-10-01
2,7,1969,1969-07-02
5,5,1934,1934-05-05
20,3,1953,1953-03-20
7,4,1952,1952-04-07
27,5,1970,1970-05-27
11,8,1985,1985-08-11
21,2,1957,1957-02-21
19,7,1940,1940-07-19
1,6,2006,2006-06-01
15,7,2008,2008-07-15
11,10,2000,2000-10-11
9,2,1978,1978-02-09
10,3,1976,1976-03-10
7,1,1911,1911-01-07
1,9,1926,1926-09-01
9,8,1992,1992-08-09
22,3,1969,1969-03-22
15,2,1937,1937-02-15
4,12,1976,1976-12-04
19,3,2014,2014-03-19
7,11,1913,1913-11-07
2,11,1980,1980-11-02
17,6,2015,2015-06-17
29,7,1918,1918-07-29
9,11,1964,1964-11-09
31,8,1948,1948-08-31
28,4,1922,1922-04-28
16,6,2015,2015-06-16
5,10,1915,1915-10-05
29,9,1909,1909-09-29
2,1,2009,2009-01-02
13,4,1961,1961-04-13
26,10,2017,2017-10-26
20,7,2024,2024-07-20
3,10,1933,1933-10-03
10,7,1934,1934-07-10
3,12,1918,1918-12-03
11,1,1916,1916-01-11
12,12,1951,1951-12-12
6,12,1985,1985-12-06
7,10,1985,1985-10-07
24,3,1931,1931-03-24
18,6,1991,1991-06-18
16,1,1974,1974-01-16
14,11,1910,1910-11-14
15,6,1910,1910-06-15
3,9,1969,1969-09-03
3,7,1990,1990-07-03
15,6,2008,2008-06-15
3,3,1974,1974-03-03
9,5,2002,2002-05-09
23,10,2021,2021-10-23
17,9,1960,1960-09-17
10,8,1973,1973-08-10
13,10,1919,1919-10-13
14,4,1968,1968-04-14
23,9,1987,1987-09-23
16,2,1951,1951-02-16
1,10,2005,2005-10-01
2,2,1982,1982-02-02
22,9,1976,1976-09-22
11,11,2006,2006-11-11
2,3,1925,1925-03-02
28,7,1921,1921-07-28
1,4,1910,1910-04-01
24,11,2007,2007-11-24
3,3,1966,1966-03-03
28,5,2008,2008-05-28
31,8,2015,2015-08-31
12,2,1988,1988-02-12
27,10,1931,1931-10-27
19,12,1954,1954-12-19
14,12,1969,1969-12-14
26,4,2016,2016-04-26
25,12,1989,1989-12-25
13,5,2015,2015-05-13
19,8,1957,1957-08-19
7,6,1981,1981-06-07
16,10,1965,1965-10-16
25,1,2006,2006-01-25
13,3,1922,1922-03-13
30,4,1939,1939-04-30
27,4,2009,2009-04-27
17,8,2011,2011-08-17
16,7,1969,1969-07-16
15,3,1986,1986-03-15
31,3,2013,2013-03-31
5,9,2010,2010-09-05
17,6,1937,1937-06-17
12,8,1916,1916-08-12
27,8,1948,1948-08-27
25,1,1954,1954-01-25
6,9,1933,1933-09-06
14,11,2003,2003-11-14
1,9,1991,1991-09-01
30,10,2022,2022-10-30
13,7,1910,1910-07-13
9,4,2000,2000-04-09
30,4,1983,1983-04-30
11,5,2019,2019-05-11
30,11,1927,1927-11-30
25,11,1935,1935-11-25
5,7,1934,1934-07-05
15,2,1986,1986-02-15
13,8,2020,2020-08-13
7,11,1924,1924-11-07
19,1,2001,2001-01-19
30,12,2016,2016-12-30
13,4,1997,1997-04-13
2,5,1981,1981-05-02
7,7,1917,1917-07-07
17,7,1912,1912-07-17
31,5,1910,1910-05-31
15,9,1978,1978-09-15
7,3,1938,1938-03-07
19,3,2022,2022-03-19
9,7,1987,1987-07-09
9,8,2004,2004-08-09
27,3,1918,1918-03-27
30,3,1942,1942-03-30
13,1,1985,1985-01-13
17,4,1998,1998-04-17
22,3,1987,1987-03-22
5,7,1985,1985-07-05
2,10,1925,1925-10-02
10,2,1988,1988-02-10
24,7,1940,1940-07-24
30,4,1987,1987-04-30
28,6,1915,1915-06-28
6,8,1988,1988-08-06
15,11,1932,1932-11-15
28,1,1958,1958-01-28
9,5,1947,1947-05-09
21,1,1979,1979-01-21
25,5,1988,1988-05-25
17,12,1980,1980-12-17
20,2,1933,1933-02-20
2,10,1950,1950-10-02
5,2,1971,1971-02-05
22,2,1909,1909-02-22
6,1,1976,1976-01-06
11,8,1975,1975-08-11
1,9,1925,1925-09-01
27,3,2009,2009-03-27
8,7,1979,1979-07-08
8,8,2020,2020-08-08
29,4,2007,2007-04-29
19,6,2009,2009-06-19
17,9,1986,1986-09-17
2,2,1957,1957-02-02
1,10,1959,1959-10-01
16,2,1959,1959-02-16
25,11,1933,1933-11-25
26,10,1942,1942-10-26
13,7,1910,1910-07-13
28,9,2006,2006-09-28
12,12,1992,1992-12-12
29,7,1926,1926-07-29
16,3,1910,1910-03-16
16,10,1952,1952-10-16
1,11,2023,2023-11-01
3,1,2020,2020-01-03
15,5,1928,1928-05-15
29,12,2012,2012-12-29
17,10,1922,1922-10-17
29,3,1944,1944-03-29
18,1,1935,1935-01-18
16,11,1925,1925-11-16
30,3,2016,2016-03-30
16,10,1913,1913-10-16
21,8,1990,1990-08-21
9,8,1943,1943-08-09
5,12,1911,1911-12-05
14,6,1987,1987-06-14
13,6,1992,1992-06-13
1,2,1939,1939-02-01
10,8,1922,1922-08-10
27,12,1910,1910-12-27
14,5,1979,1979-05-14
26,1,1974,1974-01-26
11,6,2023,2023-06-11
6,3,2011,2011-03-06
12,8,1910,1910-08-12
14,4,1991,1991-04-14
4,5,2014,2014-05-04
31,1,1979,1979-01-31
14,2,1942,1942-02-14
8,12,1934,1934-12-08
6,5,2011,2011-05-06
2,9,1939,1939-09-02
8,2,1966,1966-02-08
12,11,1970,1970-11-12
2,7,2003,2003-07-02
21,5,1988,1988-05-21
29,12,1987,1987-12-29
16,4,1933,1933-04-16
4,3,1966,1966-03-04
8,1,1999,1999-01-08
28,5,1993,1993-05-28
25,7,1939,1939-07-25
16,9,1945,1945-09-16
29,12,1955,1955-12-29
14,11,2014,2014-11-14
21,4,1934,1934-04-21
18,5,1958,1958-05-18
29,6,1990,1990-06-29
23,8,1968,1968-08-23
19,3,1941,1941-03-19
28,4,1981,1981-04-28
18,2,1956,1956-02-18
10,8,1950,1950-08-10
4,8,1974,1974-08-04
7,3,2022,2022-03-07
3,12,1969,1969-12-03
26,10,2001,2001-10-26
11,3,1971,1971-03-11
2,9,2012,2012-09-02
6,6,1979,1979-06-06
31,8,1958,1958-08-31
5,7,2022,2022-07-05
28,12,1933,1933-12-28
25,4,1945,1945-04-25
10,9,1986,1986-09-10
17,11,1985,1985-11-17
20,11,1912,1912-11-20
28,12,1948,1948-12-28
16,12,1911,1911-12-16
18,5,1916,1916-05-18
25,6,1977,1977-06-25
6,7,1929,1929-07-06
27,8,1979,1979-08-27
15,7,1953,1953-07-15
18,9,2004,2004-09-18
10,11,2019,2019-11-10
13,5,1997,1997-05-13
12,7,1946,1946-07-12
3,2,1955,1955-02-03
13,7,1940,1940-07-13
1,6,1936,1936-06-01
25,2,1920,1920-02-25
8,8,1980,1980-08-08
12,11,1992,1992-11-12
31,10,1928,1928-10-31
26,12,1987,1987-12-26
11,8,1980,1980-08-11
6,4,1969,1969-04-06
10,7,1971,1971-07-10
13,9,2000,2000-09-13
17,5,1978,1978-05-17
29,8,1939,1939-08-29
19,11,2021,2021-11-19
31,5,1966,1966-05-31
26,4,1933,1933-04-26
25,1,1919,1919-01-25
18,1,1909,1909-01-18
12,11,1995,1995-11-12
7,9,1964,1964-09-07
31,7,1926,1926-07-31
26,3,1999,1999-03-26
14,5,1985,1985-05-14
7,11,1950,1950-11-07
17,10,1920,1920-10-17
2,7,2012,2012-07-02
17,8,1960,1960-08-17
24,11,1988,1988-11-24
8,12,1952,1952-12-08
30,7,1943,1943-07-30
5,5,1969,1969-05-05
21,5,1992,1992-05-21
13,11,1958,1958-11-13
21,5,1910,1910-05-21
22,7,1911,1911-07-22
16,1,2006,2006-01-16
8,8,1952,1952-08-08
4,5,1941,1941-05-04
12,7,2013,2013-07-12
16,10,1980,1980-10-16
17,11,1933,1933-11-17
31,12,1946,1946-12-31
6,12,1935,1935-12-06
21,5,1975,1975-05-21
16,7,2006,2006-07-16
2,4,1909,1909-04-02
8,2,2019,2019-02-08
28,7,1968,1968-07-28
3,2,1969,1969-02-03
16,10,1909,1909-10-16
14,10,1918,1918-10-14
12,1,1945,1945-01-12
24,12,2005,2005-12-24
31,10,1966,1966-10-31
