city,state,location
Stratford,CT,"Stratford, CT"
Avon,MA,"Avon, MA"
Geneva,NY,"Geneva, NY"
Greenville,AL,"Greenville, AL"
Groton,CT,"Groton, CT"
Wallingford,CT,"Wallingford, CT"
Norwich,CT,"Norwich, CT"
Oneonta,AL,"Oneonta, AL"
North Oxford,MA,"North Oxford, MA"
Fishkill,NY,"Fishkill, NY"
Prattville,AL,"Prattville, AL"
Batavia,NY,"Batavia, NY"
Lancaster,NY,"Lancaster, NY"
Hoover,AL,"Hoover, AL"
Tewksbury,MA,"Tewksbury, MA"
Amherst,NY,"Amherst, NY"
Seekonk,MA,"Seekonk, MA"
Newburgh,NY,"Newburgh, NY"
Northhampton,MA,"Northhampton, MA"
Leominster,MA,"Leominster, MA"
Homewood,AL,"Homewood, AL"
Brent,AL,"Brent, AL"
Abington,MA,"Abington, MA"
Monroe,NY,"Monroe, NY"
West Haven,CT,"West Haven, CT"
Semmes,AL,"Semmes, AL"
Lakewood,NY,"Lakewood, NY"
Airmont,NY,"Airmont, NY"
Salem,MA,"Salem, MA"
Massena,NY,"Massena, NY"
Leicester,MA,"Leicester, MA"
Hadley,MA,"Hadley, MA"
Farmingdale,NY,"Farmingdale, NY"
Pittsfield,MA,"Pittsfield, MA"
Bessemer,AL,"Bessemer, AL"
Waterford,CT,"Waterford, CT"
Swansea,MA,"Swansea, MA"
Gardner,MA,"Gardner, MA"
Center Point,AL,"Center Point, AL"
Fairfield,AL,"Fairfield, AL"
Camillus,NY,"Camillus, NY"
Catskill,NY,"Catskill, NY"
Centre,AL,"Centre, AL"
Newburgh,NY,"Newburgh, NY"
Ware,MA,"Ware, MA"
Madison,AL,"Madison, AL"
Malone,NY,"Malone, NY"
Florence,AL,"Florence, AL"
Herkimer,NY,"Herkimer, NY"
Hamburg,NY,"Hamburg, NY"
Troy,AL,"Troy, AL"
Wallingford,CT,"Wallingford, CT"
Brockton,MA,"Brockton, MA"
Bessemer,AL,"Bessemer, AL"
Gulf Shores,AL,"Gulf Shores, AL"
Amherst,NY,"Amherst, NY"
Chelsea,AL,"Chelsea, AL"
Fishkill,NY,"Fishkill, NY"
Pelham,AL,"Pelham, AL"
Pell City,AL,"Pell City, AL"
Halfmoon,NY,"Halfmoon, NY"
Geneva,AL,"Geneva, AL"
Muscle Shoals,AL,"Muscle Shoals, AL"
Amherst,NY,"Amherst, NY"
Alabaster,AL,"Alabaster, AL"
Cromwell,CT,"Cromwell, CT"
Hartselle,AL,"Hartselle, AL"
Sturbridge,MA,"Sturbridge, MA"
Halfmoon,NY,"Halfmoon, NY"
Milford,CT,"Milford, CT"
Chelmsford,MA,"Chelmsford, MA"
Fulton,NY,"Fulton, NY"
Arab,AL,"Arab, AL"
Centre,AL,"Centre, AL"
Hudson,MA,"Hudson, MA"
Hueytown,AL,"Hueytown, AL"
New Hartford,NY,"New Hartford, NY"
Alexander City,AL,"Alexander City, AL"
Center Point,AL,"Center Point, AL"
Gardendale,AL,"Gardendale, AL"
Haleyville,AL,"Haleyville, AL"
Hamburg,NY,"Hamburg, NY"
Waterford,CT,"Waterford, CT"
Lockport,NY,"Lockport, NY"
North Windham,CT,"North Windham, CT"
Centre,AL,"Centre, AL"
Naugatuck,CT,"Naugatuck, CT"
Muscle Shoals,AL,"Muscle Shoals, AL"
Stratford,CT,"Stratford, CT"
Glenmont,NY,"Glenmont, NY"
Sturbridge,MA,"Sturbridge, MA"
Andalusia,AL,"Andalusia, AL"
Geneseo,NY,"Geneseo, NY"
Naugatuck,CT,"Naugatuck, CT"
Pelham,AL,"Pelham, AL"
Oneonta,AL,"Oneonta, AL"
Andalusia,AL,"Andalusia, AL"
Tewksbury,MA,"Tewksbury, MA"
Andalusia,AL,"Andalusia, AL"
Adamsville,AL,"Adamsville, AL"
Manchester,CT,"Manchester, CT"
Lancaster,NY,"Lancaster, NY"
Macedon,NY,"Macedon, NY"
Springville,AL,"Springville, AL"
Andalusia,AL,"Andalusia, AL"
Monroeville,AL,"Monroeville, AL"
Oneonta,AL,"Oneonta, AL"
Albany,NY,"Albany, NY"
Avon,MA,"Avon, MA"
Brockport,NY,"Brockport, NY"
Waterford,CT,"Waterford, CT"
Airmont,NY,"Airmont, NY"
Halfmoon,NY,"Halfmoon, NY"
Albany,NY,"Albany, NY"
Fredonia,NY,"Fredonia, NY"
East Meadow,NY,"East Meadow, NY"
Clanton,AL,"Clanton, AL"
Florence,AL,"Florence, AL"
East Syracuse,NY,"East Syracuse, NY"
Leeds,AL,"Leeds, AL"
Bristol,CT,"Bristol, CT"
Geneseo,NY,"Geneseo, NY"
Abington,MA,"Abington, MA"
Eufaula,AL,"Eufaula, AL"
Decatur,AL,"Decatur, AL"
Norwalk,CT,"Norwalk, CT"
Hanover,MA,"Hanover, MA"
Calera,AL,"Calera, AL"
Bessemer,AL,"Bessemer, AL"
Leicester,MA,"Leicester, MA"
Cortlandville,NY,"Cortlandville, NY"
Greece,NY,"Greece, NY"
Rocky Hill,CT,"Rocky Hill, CT"
Scottsboro,AL,"Scottsboro, AL"
New Milford,CT,"New Milford, CT"
Lunenburg,MA,"Lunenburg, MA"
Centre,AL,"Centre, AL"
Danvers,MA,"Danvers, MA"
Birmingham,AL,"Birmingham, AL"
Seekonk,MA,"Seekonk, MA"
North Adams,MA,"North Adams, MA"
Clay,NY,"Clay, NY"
New Milford,CT,"New Milford, CT"
Leeds,AL,"Leeds, AL"
Torrington,CT,"Torrington, CT"
Talladega,AL,"Talladega, AL"
Fishkill,NY,"Fishkill, NY"
Attalla,AL,"Attalla, AL"
Amsterdam,NY,"Amsterdam, NY"
Branford,CT,"Branford, CT"
Evans Mills,NY,"Evans Mills, NY"
Fall River,MA,"Fall River, MA"
Horseheads,NY,"Horseheads, NY"
Greenville,AL,"Greenville, AL"
Demopolis,AL,"Demopolis, AL"
Pell City,AL,"Pell City, AL"
Hadley,MA,"Hadley, MA"
Saraland,AL,"Saraland, AL"
Mobile,AL,"Mobile, AL"
Norwich,CT,"Norwich, CT"
Opelika,AL,"Opelika, AL"
Homewood,AL,"Homewood, AL"
Airmont,NY,"Airmont, NY"
Decatur,AL,"Decatur, AL"
Talladega,AL,"Talladega, AL"
Farmingdale,NY,"Farmingdale, NY"
Bristol,CT,"Bristol, CT"
Cicero,NY,"Cicero, NY"
North Windham,CT,"North Windham, CT"
Leeds,AL,"Leeds, AL"
Swansea,MA,"Swansea, MA"
Manchester,CT,"Manchester, CT"
Canandaigua,NY,"Canandaigua, NY"
Derby,CT,"Derby, CT"
Shelton,CT,"Shelton, CT"
Gulf Shores,AL,"Gulf Shores, AL"
New Hartford,NY,"New Hartford, NY"
Madison,AL,"Madison, AL"
Rocky Hill,CT,"Rocky Hill, CT"
Springville,AL,"Springville, AL"
Sturbridge,MA,"Sturbridge, MA"
Fairhope,AL,"Fairhope, AL"
Decatur,AL,"Decatur, AL"
Jacksonville,AL,"Jacksonville, AL"
Cicero,NY,"Cicero, NY"
Southington,CT,"Southington, CT"
Greece,NY,"Greece, NY"
Chicopee,MA,"Chicopee, MA"
Fishkill,NY,"Fishkill, NY"
Waterbury,CT,"Waterbury, CT"
Saraland,AL,"Saraland, AL"
Greece,NY,"Greece, NY"
Cobleskill,NY,"Cobleskill, NY"
Halfmoon,NY,"Halfmoon, NY"
Latham,NY,"Latham, NY"
Lowville,NY,"Lowville, NY"
Scottsboro,AL,"Scottsboro, AL"
Evans Mills,NY,"Evans Mills, NY"
Cicero,NY,"Cicero, NY"
Northhampton,MA,"Northhampton, MA"
Albany,NY,"Albany, NY"
Tuscaloosa,AL,"Tuscaloosa, AL"
Adamsville,AL,"Adamsville, AL"
Manchester,CT,"Manchester, CT"
Clanton,AL,"Clanton, AL"
Monroeville,AL,"Monroeville, AL"
Eufaula,AL,"Eufaula, AL"
Jackson,AL,"Jackson, AL"
Athens,AL,"Athens, AL"
Orange,MA,"Orange, MA"
Camillus,NY,"Camillus, NY"
Birmingham,AL,"Birmingham, AL"
Middle Island,NY,"Middle Island, NY"
Attalla,AL,"Attalla, AL"
West Haven,CT,"West Haven, CT"
Albany,NY,"Albany, NY"
Clay,NY,"Clay, NY"
Fairfield,AL,"Fairfield, AL"
Fishkill,NY,"Fishkill, NY"
Mobile,AL,"Mobile, AL"
Middle Island,NY,"Middle Island, NY"
Prattville,AL,"Prattville, AL"
West Haven,CT,"West Haven, CT"
Cullman,AL,"Cullman, AL"
Evans Mills,NY,"Evans Mills, NY"
Chelsea,AL,"Chelsea, AL"
Fredonia,NY,"Fredonia, NY"
Hudson,MA,"Hudson, MA"
Norwalk,CT,"Norwalk, CT"
Cullman,AL,"Cullman, AL"
Waterbury,CT,"Waterbury, CT"
Lockport,NY,"Lockport, NY"
Mobile,AL,"Mobile, AL"
Wallingford,CT,"Wallingford, CT"
Bessemer,AL,"Bessemer, AL"
Muscle Shoals,AL,"Muscle Shoals, AL"
Alexander City,AL,"Alexander City, AL"
Chelmsford,MA,"Chelmsford, MA"
Hartselle,AL,"Hartselle, AL"
Cromwell,CT,"Cromwell, CT"
Danvers,MA,"Danvers, MA"
Fredonia,NY,"Fredonia, NY"
Sylacauga,AL,"Sylacauga, AL"
Bellingham,MA,"Bellingham, MA"
Oxford,AL,"Oxford, AL"
New Hartford,NY,"New Hartford, NY"
Lancaster,NY,"Lancaster, NY"
Homewood,AL,"Homewood, AL"
East Windsor,CT,"East Windsor, CT"
Wetumpka,AL,"Wetumpka, AL"
Old Saybrook,CT,"Old Saybrook, CT"
Wallingford,CT,"Wallingford, CT"
Hanover,MA,"Hanover, MA"
Muscle Shoals,AL,"Muscle Shoals, AL"
New Haven,CT,"New Haven, CT"
Anniston,AL,"Anniston, AL"
Mobile,AL,"Mobile, AL"
New Milford,CT,"New Milford, CT"
Lunenburg,MA,"Lunenburg, MA"
Pelham,AL,"Pelham, AL"
Walpole,MA,"Walpole, MA"
Lakewood,NY,"Lakewood, NY"
Fayette,AL,"Fayette, AL"
New Milford,CT,"New Milford, CT"
Johnson City,NY,"Johnson City, NY"
Attalla,AL,"Attalla, AL"
Monroeville,AL,"Monroeville, AL"
Middletown,NY,"Middletown, NY"
New Haven,CT,"New Haven, CT"
Torrington,CT,"Torrington, CT"
Birmingham,AL,"Birmingham, AL"
Attalla,AL,"Attalla, AL"
Albany,NY,"Albany, NY"
East Falmouth,MA,"East Falmouth, MA"
Glenville,NY,"Glenville, NY"
Lancaster,NY,"Lancaster, NY"
Springfield,MA,"Springfield, MA"
Demopolis,AL,"Demopolis, AL"
Groton,CT,"Groton, CT"
Northborough,MA,"Northborough, MA"
Horseheads,NY,"Horseheads, NY"
Hornell,NY,"Hornell, NY"
Mobile,AL,"Mobile, AL"
Tuscaloosa,AL,"Tuscaloosa, AL"
Andalusia,AL,"Andalusia, AL"
Wareham,MA,"Wareham, MA"
Middle Island,NY,"Middle Island, NY"
Naugatuck,CT,"Naugatuck, CT"
Pell City,AL,"Pell City, AL"
Clay,NY,"Clay, NY"
Springville,AL,"Springville, AL"
Waterford,CT,"Waterford, CT"
Lakewood,NY,"Lakewood, NY"
Halfmoon,NY,"Halfmoon, NY"
Farmingdale,NY,"Farmingdale, NY"
Clay,NY,"Clay, NY"
Springfield,MA,"Springfield, MA"
Brockton,MA,"Brockton, MA"
Gardner,MA,"Gardner, MA"
Chelmsford,MA,"Chelmsford, MA"
Canandaigua,NY,"Canandaigua, NY"
Waterbury,CT,"Waterbury, CT"
Greece,NY,"Greece, NY"
East Windsor,CT,"East Windsor, CT"
Groton,CT,"Groton, CT"
Eufaula,AL,"Eufaula, AL"
Leeds,AL,"Leeds, AL"
Decatur,AL,"Decatur, AL"
Hartford,CT,"Hartford, CT"
Massapequa,NY,"Massapequa, NY"
Hadley,MA,"Hadley, MA"
Enterprise,AL,"Enterprise, AL"
Leeds,AL,"Leeds, AL"
Brockport,NY,"Brockport, NY"
Avon,CT,"Avon, CT"
Chelsea,AL,"Chelsea, AL"
East Greenbush,NY,"East Greenbush, NY"
Northhampton,MA,"Northhampton, MA"
East Syracuse,NY,"East Syracuse, NY"
Fulton,NY,"Fulton, NY"
Fairfield,AL,"Fairfield, AL"
Dothan,AL,"Dothan, AL"
Amsterdam,NY,"Amsterdam, NY"
Tallassee,AL,"Tallassee, AL"
Wallingford,CT,"Wallingford, CT"
Hartselle,AL,"Hartselle, AL"
Calera,AL,"Calera, AL"
Massena,NY,"Massena, NY"
Johnstown,NY,"Johnstown, NY"
North Dartmouth,MA,"North Dartmouth, MA"
East Meadow,NY,"East Meadow, NY"
Cheektowaga,NY,"Cheektowaga, NY"
Eufaula,AL,"Eufaula, AL"
Johnson City,NY,"Johnson City, NY"
Springfield,MA,"Springfield, MA"
Waterford,CT,"Waterford, CT"
Tuscaloosa,AL,"Tuscaloosa, AL"
Abington,MA,"Abington, MA"
Pelham,AL,"Pelham, AL"
Demopolis,AL,"Demopolis, AL"
Massapequa,NY,"Massapequa, NY"
Fayette,AL,"Fayette, AL"
North Oxford,MA,"North Oxford, MA"
Norwalk,CT,"Norwalk, CT"
Millbrook,AL,"Millbrook, AL"
Groton,CT,"Groton, CT"
Quincy,MA,"Quincy, MA"
Geneseo,NY,"Geneseo, NY"
Abington,MA,"Abington, MA"
Gardendale,AL,"Gardendale, AL"
Russellville,AL,"Russellville, AL"
Fishkill,NY,"Fishkill, NY"
Oneonta,AL,"Oneonta, AL"
Hoover,AL,"Hoover, AL"
New Haven,CT,"New Haven, CT"
Springfield,MA,"Springfield, MA"
Sylacauga,AL,"Sylacauga, AL"
Rocky Hill,CT,"Rocky Hill, CT"
Norwalk,CT,"Norwalk, CT"
Clarence,NY,"Clarence, NY"
Cromwell,CT,"Cromwell, CT"
Pelham,AL,"Pelham, AL"
Milford,CT,"Milford, CT"
Stratford,CT,"Stratford, CT"
North Adams,MA,"North Adams, MA"
Quincy,MA,"Quincy, MA"
North Oxford,MA,"North Oxford, MA"
Troy,AL,"Troy, AL"
Fairhaven,MA,"Fairhaven, MA"
Northport,AL,"Northport, AL"
Kingston,NY,"Kingston, NY"
Greece,NY,"Greece, NY"
Jacksonville,AL,"Jacksonville, AL"
Halifax,MA,"Halifax, MA"
Hueytown,AL,"Hueytown, AL"
Pelham,AL,"Pelham, AL"
Semmes,AL,"Semmes, AL"
Cicero,NY,"Cicero, NY"
Mobile,AL,"Mobile, AL"
Center Point,AL,"Center Point, AL"
Orange,MA,"Orange, MA"
Winfield,AL,"Winfield, AL"
Oxford,AL,"Oxford, AL"
Gadsden,AL,"Gadsden, AL"
North Adams,MA,"North Adams, MA"
Swansea,MA,"Swansea, MA"
Rocky Hill,CT,"Rocky Hill, CT"
Jackson,AL,"Jackson, AL"
Canandaigua,NY,"Canandaigua, NY"
Lynn,MA,"Lynn, MA"
Seekonk,MA,"Seekonk, MA"
Newburgh,NY,"Newburgh, NY"
Cicero,NY,"Cicero, NY"
Montgomery,AL,"Montgomery, AL"
Clanton,AL,"Clanton, AL"
Fairhaven,MA,"Fairhaven, MA"
Mobile,AL,"Mobile, AL"
Enterprise,AL,"Enterprise, AL"
Leicester,MA,"Leicester, MA"
Macedon,NY,"Macedon, NY"
Calera,AL,"Calera, AL"
Horseheads,NY,"Horseheads, NY"
Kingston,NY,"Kingston, NY"
Calera,AL,"Calera, AL"
Foley,AL,"Foley, AL"
Sturbridge,MA,"Sturbridge, MA"
Hornell,NY,"Hornell, NY"
Orange,MA,"Orange, MA"
Clarence,NY,"Clarence, NY"
Malone,NY,"Malone, NY"
Talladega,AL,"Talladega, AL"
Hanover,MA,"Hanover, MA"
Saraland,AL,"Saraland, AL"
Gardner,MA,"Gardner, MA"
Springfield,MA,"Springfield, MA"
Madison,AL,"Madison, AL"
Tallassee,AL,"Tallassee, AL"
Lancaster,NY,"Lancaster, NY"
Northhampton,MA,"Northhampton, MA"
North Windham,CT,"North Windham, CT"
Alabaster,AL,"Alabaster, AL"
Fort Payne,AL,"Fort Payne, AL"
Andalusia,AL,"Andalusia, AL"
Bessemer,AL,"Bessemer, AL"
Amsterdam,NY,"Amsterdam, NY"
Hornell,NY,"Hornell, NY"
Foley,AL,"Foley, AL"
Birmingham,AL,"Birmingham, AL"
Pittsfield,MA,"Pittsfield, MA"
Johnson City,NY,"Johnson City, NY"
Cobleskill,NY,"Cobleskill, NY"
Hueytown,AL,"Hueytown, AL"
Hanover,MA,"Hanover, MA"
Eufaula,AL,"Eufaula, AL"
Halfmoon,NY,"Halfmoon, NY"
Huntsville,AL,"Huntsville, AL"
Naugatuck,CT,"Naugatuck, CT"
Monroeville,AL,"Monroeville, AL"
Springville,AL,"Springville, AL"
Brent,AL,"Brent, AL"
Muscle Shoals,AL,"Muscle Shoals, AL"
Ozark,AL,"Ozark, AL"
Montgomery,AL,"Montgomery, AL"
Batavia,NY,"Batavia, NY"
Fairhaven,MA,"Fairhaven, MA"
Center Point,AL,"Center Point, AL"
Naugatuck,CT,"Naugatuck, CT"
Seekonk,MA,"Seekonk, MA"
Valley,AL,"Valley, AL"
Manchester,CT,"Manchester, CT"
Clarence,NY,"Clarence, NY"
New Haven,CT,"New Haven, CT"
Pelham,AL,"Pelham, AL"
Troy,AL,"Troy, AL"
Sumiton,AL,"Sumiton, AL"
Russellville,AL,"Russellville, AL"
Mohegan Lake,NY,"Mohegan Lake, NY"
North Dartmouth,MA,"North Dartmouth, MA"
Monroeville,AL,"Monroeville, AL"
Mobile,AL,"Mobile, AL"
Wallingford,CT,"Wallingford, CT"
Hadley,MA,"Hadley, MA"
Waterbury,CT,"Waterbury, CT"
North Attleboro,MA,"North Attleboro, MA"
Fredonia,NY,"Fredonia, NY"
Newburgh,NY,"Newburgh, NY"
East Syracuse,NY,"East Syracuse, NY"
Roanoke,AL,"Roanoke, AL"
Norwich,CT,"Norwich, CT"
Valley,AL,"Valley, AL"
Evans Mills,NY,"Evans Mills, NY"
Sturbridge,MA,"Sturbridge, MA"
Demopolis,AL,"Demopolis, AL"
Northborough,MA,"Northborough, MA"
Springville,AL,"Springville, AL"
Waterbury,CT,"Waterbury, CT"
Herkimer,NY,"Herkimer, NY"
Raynham,MA,"Raynham, MA"
Guntersville,AL,"Guntersville, AL"
Glenville,NY,"Glenville, NY"
Muscle Shoals,AL,"Muscle Shoals, AL"
Commack,NY,"Commack, NY"
Fall River,MA,"Fall River, MA"
Moulton,AL,"Moulton, AL"
Clarence,NY,"Clarence, NY"
Athens,AL,"Athens, AL"
Bellingham,MA,"Bellingham, MA"
Waterbury,CT,"Waterbury, CT"
Wareham,MA,"Wareham, MA"
Guilford,CT,"Guilford, CT"
Brockton,MA,"Brockton, MA"
North Windham,CT,"North Windham, CT"
Springville,AL,"Springville, AL"
East Falmouth,MA,"East Falmouth, MA"
Montgomery,AL,"Montgomery, AL"
Vestavia Hills,AL,"Vestavia Hills, AL"
Boaz,AL,"Boaz, AL"
Prattville,AL,"Prattville, AL"
Oxford,AL,"Oxford, AL"
Clanton,AL,"Clanton, AL"
Batavia,NY,"Batavia, NY"
Wetumpka,AL,"Wetumpka, AL"
Troy,AL,"Troy, AL"
Springville,AL,"Springville, AL"
Hanover,MA,"Hanover, MA"
Jasper,AL,"Jasper, AL"
Jackson,AL,"Jackson, AL"
Cortlandville,NY,"Cortlandville, NY"
Monticello,NY,"Monticello, NY"
Arab,AL,"Arab, AL"
Seekonk,MA,"Seekonk, MA"
Branford,CT,"Branford, CT"
Stratford,CT,"Stratford, CT"
Homewood,AL,"Homewood, AL"
Camillus,NY,"Camillus, NY"
West Haven,CT,"West Haven, CT"
Albany,NY,"Albany, NY"
Fishkill,NY,"Fishkill, NY"
Hoover,AL,"Hoover, AL"
Hadley,MA,"Hadley, MA"
Derby,CT,"Derby, CT"
Bay Minette,AL,"Bay Minette, AL"
Gulf Shores,AL,"Gulf Shores, AL"
Milford,CT,"Milford, CT"
Cortlandville,NY,"Cortlandville, NY"
Foley,AL,"Foley, AL"
Clanton,AL,"Clanton, AL"
Albany,NY,"Albany, NY"
Gardendale,AL,"Gardendale, AL"
Wallingford,CT,"Wallingford, CT"
Vestavia Hills,AL,"Vestavia Hills, AL"
Foley,AL,"Foley, AL"
Talladega,AL,"Talladega, AL"
Leominster,MA,"Leominster, MA"
Canandaigua,NY,"Canandaigua, NY"
New Hartford,NY,"New Hartford, NY"
Northport,AL,"Northport, AL"
Plymouth,MA,"Plymouth, MA"
Opelika,AL,"Opelika, AL"
New Hartford,NY,"New Hartford, NY"
New Hartford,NY,"New Hartford, NY"
Fayette,AL,"Fayette, AL"
Camillus,NY,"Camillus, NY"
Homewood,AL,"Homewood, AL"
Fall River,MA,"Fall River, MA"
Alexander City,AL,"Alexander City, AL"
Kingston,NY,"Kingston, NY"
Geneva,NY,"Geneva, NY"
Hartselle,AL,"Hartselle, AL"
Framingham,MA,"Framingham, MA"
Haleyville,AL,"Haleyville, AL"
New Haven,CT,"New Haven, CT"
Milford,CT,"Milford, CT"
Tallassee,AL,"Tallassee, AL"
Tuscaloosa,AL,"Tuscaloosa, AL"
Hueytown,AL,"Hueytown, AL"
Homewood,AL,"Homewood, AL"
Danvers,MA,"Danvers, MA"
Middle Island,NY,"Middle Island, NY"
Hanover,MA,"Hanover, MA"
Gardner,MA,"Gardner, MA"
Gulf Shores,AL,"Gulf Shores, AL"
Calera,AL,"Calera, AL"
Calera,AL,"Calera, AL"
Old Saybrook,CT,"Old Saybrook, CT"
Horseheads,NY,"Horseheads, NY"
Naugatuck,CT,"Naugatuck, CT"
Cortlandville,NY,"Cortlandville, NY"
Albion,NY,"Albion, NY"
Brewton,AL,"Brewton, AL"
Dothan,AL,"Dothan, AL"
Florence,AL,"Florence, AL"
Camillus,NY,"Camillus, NY"
Pittsfield,MA,"Pittsfield, MA"
Derby,CT,"Derby, CT"
Evans Mills,NY,"Evans Mills, NY"
Airmont,NY,"Airmont, NY"
Gadsden,AL,"Gadsden, AL"
Avon,CT,"Avon, CT"
Newburgh,NY,"Newburgh, NY"
Jackson,AL,"Jackson, AL"
Bellingham,MA,"Bellingham, MA"
Lowville,NY,"Lowville, NY"
North Dartmouth,MA,"North Dartmouth, MA"
Monroeville,AL,"Monroeville, AL"
Ozark,AL,"Ozark, AL"
Guntersville,AL,"Guntersville, AL"
Madison,AL,"Madison, AL"
Brockton,MA,"Brockton, MA"
Leeds,AL,"Leeds, AL"
Springfield,MA,"Springfield, MA"
Stratford,CT,"Stratford, CT"
Millbrook,AL,"Millbrook, AL"
Bellingham,MA,"Bellingham, MA"
Andalusia,AL,"Andalusia, AL"
Herkimer,NY,"Herkimer, NY"
Talladega,AL,"Talladega, AL"
Andalusia,AL,"Andalusia, AL"
Hartford,CT,"Hartford, CT"
Walpole,MA,"Walpole, MA"
Arab,AL,"Arab, AL"
Camillus,NY,"Camillus, NY"
Fairhope,AL,"Fairhope, AL"
Danbury,CT,"Danbury, CT"
Plymouth,MA,"Plymouth, MA"
Oxford,AL,"Oxford, AL"
Stratford,CT,"Stratford, CT"
Rocky Hill,CT,"Rocky Hill, CT"
Halifax,MA,"Halifax, MA"
Waterford,CT,"Waterford, CT"
Chicopee,MA,"Chicopee, MA"
Chelsea,AL,"Chelsea, AL"
Prattville,AL,"Prattville, AL"
Hamden,CT,"Hamden, CT"
Groton,CT,"Groton, CT"
Greece,NY,"Greece, NY"
Airmont,NY,"Airmont, NY"
Farmingdale,NY,"Farmingdale, NY"
Gadsden,AL,"Gadsden, AL"
Danbury,CT,"Danbury, CT"
Norwalk,CT,"Norwalk, CT"
Clarence,NY,"Clarence, NY"
Bellingham,MA,"Bellingham, MA"
Hamburg,NY,"Hamburg, NY"
Middletown,NY,"Middletown, NY"
Leicester,MA,"Leicester, MA"
Alexander City,AL,"Alexander City, AL"
Hartford,CT,"Hartford, CT"
Wareham,MA,"Wareham, MA"
Wetumpka,AL,"Wetumpka, AL"
Groton,CT,"Groton, CT"
Fairhope,AL,"Fairhope, AL"
Quincy,MA,"Quincy, MA"
Lancaster,NY,"Lancaster, NY"
Haleyville,AL,"Haleyville, AL"
Walpole,MA,"Walpole, MA"
Hartford,CT,"Hartford, CT"
Avon,CT,"Avon, CT"
Springville,AL,"Springville, AL"
Tuscaloosa,AL,"Tuscaloosa, AL"
Hartford,CT,"Hartford, CT"
Central Square,NY,"Central Square, NY"
Florence,AL,"Florence, AL"
Semmes,AL,"Semmes, AL"
Kingston,NY,"Kingston, NY"
Fort Payne,AL,"Fort Payne, AL"
Methuen,MA,"Methuen, MA"
Daphne,AL,"Daphne, AL"
Waterford,CT,"Waterford, CT"
Leominster,MA,"Leominster, MA"
Roanoke,AL,"Roanoke, AL"
Salem,MA,"Salem, MA"
Fairhope,AL,"Fairhope, AL"
Guilford,CT,"Guilford, CT"
Cullman,AL,"Cullman, AL"
Ozark,AL,"Ozark, AL"
Batavia,NY,"Batavia, NY"
Brockton,MA,"Brockton, MA"
Chicopee,MA,"Chicopee, MA"
Middletown,NY,"Middletown, NY"
Airmont,NY,"Airmont, NY"
Fall River,MA,"Fall River, MA"
Talladega,AL,"Talladega, AL"
Guilford,CT,"Guilford, CT"
Milford,CT,"Milford, CT"
Hamburg,NY,"Hamburg, NY"
Raynham,MA,"Raynham, MA"
Hadley,MA,"Hadley, MA"
Halifax,MA,"Halifax, MA"
Adamsville,AL,"Adamsville, AL"
Albion,NY,"Albion, NY"
Bellingham,MA,"Bellingham, MA"
North Windham,CT,"North Windham, CT"
East Falmouth,MA,"East Falmouth, MA"
Monroeville,AL,"Monroeville, AL"
Oxford,AL,"Oxford, AL"
Opelika,AL,"Opelika, AL"
Lynn,MA,"Lynn, MA"
Glenmont,NY,"Glenmont, NY"
Latham,NY,"Latham, NY"
Andalusia,AL,"Andalusia, AL"
Leicester,MA,"Leicester, MA"
North Attleboro,MA,"North Attleboro, MA"
Tuscaloosa,AL,"Tuscaloosa, AL"
Milford,CT,"Milford, CT"
Pell City,AL,"Pell City, AL"
Lunenburg,MA,"Lunenburg, MA"
Guilford,CT,"Guilford, CT"
Macedon,NY,"Macedon, NY"
Centereach,NY,"Centereach, NY"
Malone,NY,"Malone, NY"
Leicester,MA,"Leicester, MA"
Waterford,CT,"Waterford, CT"
Alexander City,AL,"Alexander City, AL"
Wallingford,CT,"Wallingford, CT"
Cullman,AL,"Cullman, AL"
Bay Minette,AL,"Bay Minette, AL"
Hamburg,NY,"Hamburg, NY"
Auburn,AL,"Auburn, AL"
Guilford,CT,"Guilford, CT"
Cullman,AL,"Cullman, AL"
Arab,AL,"Arab, AL"
Jacksonville,AL,"Jacksonville, AL"
Newington,CT,"Newington, CT"
West Haven,CT,"West Haven, CT"
Jackson,AL,"Jackson, AL"
Lancaster,NY,"Lancaster, NY"
Putnam,CT,"Putnam, CT"
Fort Payne,AL,"Fort Payne, AL"
East Meadow,NY,"East Meadow, NY"
Huntsville,AL,"Huntsville, AL"
Ithaca,NY,"Ithaca, NY"
Abington,MA,"Abington, MA"
Old Saybrook,CT,"Old Saybrook, CT"
Tewksbury,MA,"Tewksbury, MA"
Cheektowaga,NY,"Cheektowaga, NY"
Gulf Shores,AL,"Gulf Shores, AL"
Jasper,AL,"Jasper, AL"
West Haven,CT,"West Haven, CT"
Geneva,NY,"Geneva, NY"
Avon,MA,"Avon, MA"
Brockport,NY,"Brockport, NY"
East Falmouth,MA,"East Falmouth, MA"
Haleyville,AL,"Haleyville, AL"
Selma,AL,"Selma, AL"
New Haven,CT,"New Haven, CT"
Jasper,AL,"Jasper, AL"
Newburgh,NY,"Newburgh, NY"
Hartford,CT,"Hartford, CT"
Lisbon,CT,"Lisbon, CT"
Monroeville,AL,"Monroeville, AL"
North Windham,CT,"North Windham, CT"
Birmingham,AL,"Birmingham, AL"
Northhampton,MA,"Northhampton, MA"
Massena,NY,"Massena, NY"
Bay Minette,AL,"Bay Minette, AL"
