temperature,humidity,pressure,weather
50,8,9936,"50,8,9936"
3,83,7007,"3,83,7007"
13,69,9075,"13,69,9075"
78,83,2746,"78,83,2746"
92,50,6452,"92,50,6452"
68,63,9684,"68,63,9684"
80,21,8504,"80,21,8504"
54,3,3944,"54,3,3944"
38,42,9707,"38,42,9707"
97,93,9084,"97,93,9084"
31,55,3043,"31,55,3043"
36,14,6466,"36,14,6466"
56,93,9189,"56,93,9189"
77,80,5134,"77,80,5134"
69,14,5230,"69,14,5230"
44,57,6040,"44,57,6040"
72,22,2656,"72,22,2656"
79,59,4246,"79,59,4246"
94,27,2963,"94,27,2963"
21,40,3800,"21,40,3800"
82,21,4411,"82,21,4411"
88,43,2346,"88,43,2346"
50,68,8393,"50,68,8393"
58,21,1653,"58,21,1653"
0,93,1603,"0,93,1603"
32,34,6242,"32,34,6242"
52,80,8461,"52,80,8461"
23,94,3542,"23,94,3542"
24,95,1245,"24,95,1245"
7,67,5575,"7,67,5575"
18,97,2085,"18,97,2085"
94,89,2413,"94,89,2413"
62,44,4657,"62,44,4657"
9,39,8850,"9,39,8850"
15,56,5328,"15,56,5328"
69,68,535,"69,68,535"
61,67,8673,"61,67,8673"
66,28,2073,"66,28,2073"
46,27,821,"46,27,821"
4,83,9900,"4,83,9900"
52,2,8894,"52,2,8894"
0,25,9345,"0,25,9345"
68,79,8864,"68,79,8864"
31,37,671,"31,37,671"
39,59,4064,"39,59,4064"
44,60,3036,"44,60,3036"
99,33,1511,"99,33,1511"
96,67,6576,"96,67,6576"
21,98,6776,"21,98,6776"
64,15,8770,"64,15,8770"
34,80,9726,"34,80,9726"
70,29,7522,"70,29,7522"
18,26,7527,"18,26,7527"
13,74,1380,"13,74,1380"
88,85,9852,"88,85,9852"
80,56,1360,"80,56,1360"
35,89,8074,"35,89,8074"
86,78,9789,"86,78,9789"
76,26,8558,"76,26,8558"
98,54,2245,"98,54,2245"
49,80,3442,"49,80,3442"
74,24,235,"74,24,235"
20,65,5976,"20,65,5976"
81,38,6438,"81,38,6438"
53,69,2362,"53,69,2362"
57,43,4043,"57,43,4043"
13,81,7768,"13,81,7768"
26,63,2583,"26,63,2583"
28,47,437,"28,47,437"
66,17,2523,"66,17,2523"
73,61,7350,"73,61,7350"
60,62,2228,"60,62,2228"
72,54,9929,"72,54,9929"
34,38,4576,"34,38,4576"
53,95,1419,"53,95,1419"
84,28,3916,"84,28,3916"
72,54,9744,"72,54,9744"
17,85,8855,"17,85,8855"
71,91,2429,"71,91,2429"
10,38,7479,"10,38,7479"
53,25,5764,"53,25,5764"
61,56,582,"61,56,582"
29,53,4155,"29,53,4155"
86,39,5050,"86,39,5050"
93,52,8967,"93,52,8967"
9,26,8955,"9,26,8955"
61,90,4650,"61,90,4650"
89,88,31,"89,88,31"
64,32,341,"64,32,341"
8,71,5890,"8,71,5890"
8,42,4710,"8,42,4710"
35,62,9698,"35,62,9698"
96,22,1915,"96,22,1915"
91,58,4690,"91,58,4690"
90,45,4687,"90,45,4687"
3,68,2025,"3,68,2025"
52,85,2387,"52,85,2387"
55,8,2039,"55,8,2039"
32,0,6447,"32,0,6447"
89,84,4986,"89,84,4986"
37,86,4110,"37,86,4110"
77,29,4822,"77,29,4822"
64,60,5047,"64,60,5047"
67,37,7859,"67,37,7859"
16,34,6026,"16,34,6026"
87,37,854,"87,37,854"
83,36,1290,"83,36,1290"
8,17,8049,"8,17,8049"
84,70,6449,"84,70,6449"
30,39,6508,"30,39,6508"
75,63,6712,"75,63,6712"
51,96,9642,"51,96,9642"
90,10,4864,"90,10,4864"
76,85,3850,"76,85,3850"
93,11,8024,"93,11,8024"
83,40,5048,"83,40,5048"
39,84,7377,"39,84,7377"
95,72,5392,"95,72,5392"
54,64,587,"54,64,587"
97,47,7921,"97,47,7921"
96,98,1282,"96,98,1282"
64,58,7212,"64,58,7212"
93,20,7821,"93,20,7821"
60,44,9434,"60,44,9434"
55,51,943,"55,51,943"
43,14,3276,"43,14,3276"
48,47,3404,"48,47,3404"
1,27,1372,"1,27,1372"
30,11,6829,"30,11,6829"
89,89,8107,"89,89,8107"
57,8,2621,"57,8,2621"
27,65,65,"27,65,65"
49,92,8484,"49,92,8484"
85,37,5834,"85,37,5834"
46,17,9976,"46,17,9976"
26,8,8530,"26,8,8530"
76,60,1916,"76,60,1916"
11,0,7594,"11,0,7594"
14,79,7392,"14,79,7392"
72,90,8012,"72,90,8012"
35,45,4118,"35,45,4118"
46,36,7169,"46,36,7169"
99,60,5006,"99,60,5006"
78,38,314,"78,38,314"
37,5,4236,"37,5,4236"
84,73,1624,"84,73,1624"
38,60,3239,"38,60,3239"
81,30,1144,"81,30,1144"
17,36,2138,"17,36,2138"
42,98,3907,"42,98,3907"
20,64,7427,"20,64,7427"
70,9,2020,"70,9,2020"
9,49,7042,"9,49,7042"
7,9,3102,"7,9,3102"
2,76,8483,"2,76,8483"
82,85,6089,"82,85,6089"
39,19,2724,"39,19,2724"
47,31,7199,"47,31,7199"
77,72,941,"77,72,941"
56,46,2058,"56,46,2058"
8,57,1483,"8,57,1483"
33,84,9326,"33,84,9326"
70,3,3230,"70,3,3230"
57,33,9424,"57,33,9424"
2,21,8716,"2,21,8716"
15,37,7553,"15,37,7553"
47,90,2935,"47,90,2935"
21,49,6233,"21,49,6233"
70,37,8040,"70,37,8040"
99,71,5693,"99,71,5693"
58,89,2945,"58,89,2945"
11,71,6440,"11,71,6440"
55,16,4989,"55,16,4989"
46,15,4342,"46,15,4342"
73,13,8785,"73,13,8785"
60,67,3568,"60,67,3568"
21,83,6220,"21,83,6220"
12,70,1763,"12,70,1763"
92,36,1074,"92,36,1074"
4,32,922,"4,32,922"
90,21,5298,"90,21,5298"
56,79,4466,"56,79,4466"
70,93,5953,"70,93,5953"
14,39,9284,"14,39,9284"
55,86,2967,"55,86,2967"
78,47,3042,"78,47,3042"
7,69,9905,"7,69,9905"
74,65,5090,"74,65,5090"
43,19,1687,"43,19,1687"
2,5,1697,"2,5,1697"
51,52,1090,"51,52,1090"
85,14,75,"85,14,75"
7,90,4773,"7,90,4773"
23,38,2392,"23,38,2392"
92,39,6885,"92,39,6885"
7,89,2234,"7,89,2234"
12,42,5133,"12,42,5133"
4,14,3243,"4,14,3243"
8,35,921,"8,35,921"
46,29,9549,"46,29,9549"
11,59,2339,"11,59,2339"
54,24,1655,"54,24,1655"
18,63,4319,"18,63,4319"
65,63,7262,"65,63,7262"
44,87,474,"44,87,474"
78,92,3614,"78,92,3614"
45,13,1537,"45,13,1537"
10,80,8593,"10,80,8593"
68,27,97,"68,27,97"
12,51,1195,"12,51,1195"
14,6,2758,"14,6,2758"
71,95,8289,"71,95,8289"
67,46,3143,"67,46,3143"
26,7,1668,"26,7,1668"
90,84,8201,"90,84,8201"
60,36,6033,"60,36,6033"
61,24,1142,"61,24,1142"
5,76,4974,"5,76,4974"
89,32,1324,"89,32,1324"
16,7,2179,"16,7,2179"
51,77,7766,"51,77,7766"
46,35,6749,"46,35,6749"
92,22,4914,"92,22,4914"
39,66,4621,"39,66,4621"
60,9,5673,"60,9,5673"
11,82,2743,"11,82,2743"
73,24,4145,"73,24,4145"
46,8,4114,"46,8,4114"
68,74,86,"68,74,86"
26,21,5996,"26,21,5996"
79,10,5528,"79,10,5528"
7,67,6936,"7,67,6936"
97,92,5714,"97,92,5714"
16,79,9583,"16,79,9583"
62,31,4307,"62,31,4307"
27,57,9961,"27,57,9961"
75,36,2767,"75,36,2767"
15,33,9086,"15,33,9086"
16,72,4564,"16,72,4564"
5,72,8064,"5,72,8064"
33,6,6693,"33,6,6693"
58,56,7545,"58,56,7545"
86,85,5885,"86,85,5885"
82,83,820,"82,83,820"
19,56,7402,"19,56,7402"
41,89,2910,"41,89,2910"
93,4,4211,"93,4,4211"
18,29,7883,"18,29,7883"
36,12,3222,"36,12,3222"
8,40,6131,"8,40,6131"
89,29,1913,"89,29,1913"
88,18,1016,"88,18,1016"
19,18,5955,"19,18,5955"
20,69,9054,"20,69,9054"
48,67,4216,"48,67,4216"
28,97,653,"28,97,653"
15,69,5324,"15,69,5324"
74,98,7833,"74,98,7833"
14,56,567,"14,56,567"
93,18,453,"93,18,453"
51,97,1132,"51,97,1132"
31,15,2614,"31,15,2614"
39,38,5316,"39,38,5316"
43,41,1879,"43,41,1879"
71,35,6236,"71,35,6236"
24,71,4428,"24,71,4428"
35,59,4828,"35,59,4828"
28,70,6483,"28,70,6483"
42,24,2167,"42,24,2167"
35,8,7926,"35,8,7926"
25,6,1633,"25,6,1633"
55,69,2861,"55,69,2861"
31,46,623,"31,46,623"
95,79,5147,"95,79,5147"
57,22,8988,"57,22,8988"
94,74,777,"94,74,777"
1,70,6186,"1,70,6186"
34,31,1670,"34,31,1670"
64,70,1709,"64,70,1709"
41,15,729,"41,15,729"
5,52,5369,"5,52,5369"
64,50,5153,"64,50,5153"
33,91,6569,"33,91,6569"
76,56,8272,"76,56,8272"
49,45,7982,"49,45,7982"
8,7,2745,"8,7,2745"
38,29,7070,"38,29,7070"
70,69,7898,"70,69,7898"
74,74,7979,"74,74,7979"
62,96,69,"62,96,69"
83,44,8161,"83,44,8161"
1,93,424,"1,93,424"
2,62,5998,"2,62,5998"
66,43,2763,"66,43,2763"
52,83,8448,"52,83,8448"
87,82,1702,"87,82,1702"
64,86,2232,"64,86,2232"
45,1,8469,"45,1,8469"
65,78,9726,"65,78,9726"
54,14,7538,"54,14,7538"
29,89,8373,"29,89,8373"
46,65,1697,"46,65,1697"
4,87,4354,"4,87,4354"
65,52,752,"65,52,752"
91,62,810,"91,62,810"
34,31,5427,"34,31,5427"
48,68,4261,"48,68,4261"
5,59,5513,"5,59,5513"
89,85,9989,"89,85,9989"
38,72,1225,"38,72,1225"
4,65,6954,"4,65,6954"
88,70,9276,"88,70,9276"
3,39,9762,"3,39,9762"
28,31,1438,"28,31,1438"
41,24,9176,"41,24,9176"
79,71,6251,"79,71,6251"
47,2,326,"47,2,326"
12,28,1216,"12,28,1216"
7,73,6781,"7,73,6781"
45,49,9583,"45,49,9583"
45,76,2481,"45,76,2481"
82,59,5105,"82,59,5105"
58,40,8174,"58,40,8174"
60,33,8134,"60,33,8134"
62,20,3236,"62,20,3236"
94,96,4411,"94,96,4411"
12,37,9442,"12,37,9442"
15,49,2622,"15,49,2622"
58,14,3888,"58,14,3888"
21,21,4067,"21,21,4067"
97,33,2403,"97,33,2403"
77,56,9843,"77,56,9843"
26,82,1176,"26,82,1176"
20,74,5463,"20,74,5463"
47,80,6656,"47,80,6656"
97,48,2263,"97,48,2263"
12,69,6265,"12,69,6265"
40,91,4067,"40,91,4067"
84,26,9347,"84,26,9347"
40,92,9146,"40,92,9146"
3,52,1467,"3,52,1467"
86,41,452,"86,41,452"
55,43,9357,"55,43,9357"
82,42,4157,"82,42,4157"
31,15,2453,"31,15,2453"
65,5,9927,"65,5,9927"
32,16,7146,"32,16,7146"
71,15,766,"71,15,766"
29,37,9082,"29,37,9082"
14,81,2331,"14,81,2331"
71,61,845,"71,61,845"
80,45,1937,"80,45,1937"
92,57,6714,"92,57,6714"
25,88,1119,"25,88,1119"
69,48,9122,"69,48,9122"
16,62,1906,"16,62,1906"
98,99,5210,"98,99,5210"
45,36,3075,"45,36,3075"
66,77,4920,"66,77,4920"
17,43,3022,"17,43,3022"
91,46,1431,"91,46,1431"
23,86,7338,"23,86,7338"
55,90,3571,"55,90,3571"
97,11,3896,"97,11,3896"
41,28,2520,"41,28,2520"
4,74,9681,"4,74,9681"
12,35,1887,"12,35,1887"
74,2,9488,"74,2,9488"
53,53,3508,"53,53,3508"
38,12,7893,"38,12,7893"
58,81,6594,"58,81,6594"
47,81,9609,"47,81,9609"
3,24,4419,"3,24,4419"
74,33,5604,"74,33,5604"
61,45,7931,"61,45,7931"
43,28,8191,"43,28,8191"
95,69,2634,"95,69,2634"
86,36,1047,"86,36,1047"
11,80,2496,"11,80,2496"
15,63,7978,"15,63,7978"
99,79,7311,"99,79,7311"
48,97,735,"48,97,735"
86,81,9593,"86,81,9593"
73,60,3134,"73,60,3134"
80,48,889,"80,48,889"
22,16,94,"22,16,94"
45,98,2512,"45,98,2512"
29,97,8763,"29,97,8763"
85,77,5517,"85,77,5517"
58,65,9600,"58,65,9600"
22,71,1342,"22,71,1342"
82,83,7658,"82,83,7658"
71,42,4996,"71,42,4996"
85,98,4338,"85,98,4338"
76,71,8395,"76,71,8395"
4,22,5928,"4,22,5928"
78,97,161,"78,97,161"
97,26,6372,"97,26,6372"
11,60,3404,"11,60,3404"
39,40,357,"39,40,357"
73,76,4136,"73,76,4136"
23,99,448,"23,99,448"
6,9,6578,"6,9,6578"
65,44,12,"65,44,12"
96,27,8780,"96,27,8780"
1,83,7730,"1,83,7730"
33,46,5849,"33,46,5849"
90,66,3974,"90,66,3974"
33,87,4897,"33,87,4897"
44,93,5424,"44,93,5424"
24,68,8797,"24,68,8797"
56,93,4019,"56,93,4019"
82,63,8743,"82,63,8743"
6,28,5979,"6,28,5979"
57,32,5022,"57,32,5022"
13,86,1310,"13,86,1310"
79,79,2966,"79,79,2966"
78,11,4006,"78,11,4006"
78,39,1602,"78,39,1602"
73,80,9949,"73,80,9949"
15,75,6246,"15,75,6246"
88,0,5014,"88,0,5014"
48,70,4131,"48,70,4131"
53,62,8059,"53,62,8059"
60,52,5524,"60,52,5524"
60,99,6654,"60,99,6654"
89,66,9099,"89,66,9099"
53,45,6043,"53,45,6043"
97,96,1948,"97,96,1948"
83,82,9871,"83,82,9871"
18,88,6299,"18,88,6299"
8,83,6301,"8,83,6301"
7,5,6300,"7,5,6300"
85,56,3486,"85,56,3486"
28,17,7025,"28,17,7025"
44,53,256,"44,53,256"
41,82,3298,"41,82,3298"
5,21,1456,"5,21,1456"
5,47,9521,"5,47,9521"
63,81,6451,"63,81,6451"
90,34,2097,"90,34,2097"
70,87,8492,"70,87,8492"
92,59,1628,"92,59,1628"
10,99,7641,"10,99,7641"
85,88,1350,"85,88,1350"
78,2,462,"78,2,462"
3,55,5449,"3,55,5449"
25,14,9032,"25,14,9032"
55,28,6214,"55,28,6214"
84,73,1878,"84,73,1878"
14,27,4192,"14,27,4192"
81,64,602,"81,64,602"
75,74,2006,"75,74,2006"
75,72,9400,"75,72,9400"
68,9,1669,"68,9,1669"
40,88,9679,"40,88,9679"
23,88,2377,"23,88,2377"
8,60,374,"8,60,374"
68,54,2319,"68,54,2319"
22,97,159,"22,97,159"
10,8,6662,"10,8,6662"
26,34,9812,"26,34,9812"
71,82,938,"71,82,938"
77,86,5083,"77,86,5083"
51,64,9267,"51,64,9267"
15,83,3594,"15,83,3594"
91,79,7447,"91,79,7447"
89,73,8125,"89,73,8125"
82,86,6917,"82,86,6917"
71,41,2586,"71,41,2586"
29,87,9269,"29,87,9269"
3,12,8680,"3,12,8680"
21,21,2958,"21,21,2958"
0,65,432,"0,65,432"
91,30,1404,"91,30,1404"
29,90,1780,"29,90,1780"
43,90,6206,"43,90,6206"
74,26,8637,"74,26,8637"
24,76,7942,"24,76,7942"
47,29,7903,"47,29,7903"
50,69,3213,"50,69,3213"
48,57,2599,"48,57,2599"
32,51,5861,"32,51,5861"
67,81,7518,"67,81,7518"
38,82,3043,"38,82,3043"
85,44,5450,"85,44,5450"
46,55,8855,"46,55,8855"
39,47,6502,"39,47,6502"
70,94,9984,"70,94,9984"
30,30,8945,"30,30,8945"
9,11,1451,"9,11,1451"
23,48,109,"23,48,109"
82,30,2354,"82,30,2354"
87,41,5975,"87,41,5975"
39,11,5268,"39,11,5268"
46,71,7116,"46,71,7116"
82,58,3921,"82,58,3921"
28,84,3656,"28,84,3656"
88,96,4197,"88,96,4197"
47,9,5093,"47,9,5093"
65,44,3812,"65,44,3812"
46,73,8389,"46,73,8389"
37,53,196,"37,53,196"
57,34,5541,"57,34,5541"
45,68,8482,"45,68,8482"
87,22,2092,"87,22,2092"
44,81,9501,"44,81,9501"
10,94,1249,"10,94,1249"
15,8,4199,"15,8,4199"
60,8,5389,"60,8,5389"
97,92,2548,"97,92,2548"
51,66,7953,"51,66,7953"
2,75,1903,"2,75,1903"
20,42,9675,"20,42,9675"
23,99,9818,"23,99,9818"
40,57,996,"40,57,996"
89,20,6094,"89,20,6094"
67,93,8250,"67,93,8250"
70,19,681,"70,19,681"
84,70,2909,"84,70,2909"
27,77,3019,"27,77,3019"
80,17,5454,"80,17,5454"
29,1,3253,"29,1,3253"
7,23,2710,"7,23,2710"
9,96,5996,"9,96,5996"
63,30,6386,"63,30,6386"
98,20,6689,"98,20,6689"
60,60,9895,"60,60,9895"
81,98,9629,"81,98,9629"
82,38,2803,"82,38,2803"
68,19,9669,"68,19,9669"
84,12,1407,"84,12,1407"
10,59,9885,"10,59,9885"
89,86,498,"89,86,498"
58,98,614,"58,98,614"
86,74,8790,"86,74,8790"
24,7,4142,"24,7,4142"
90,18,613,"90,18,613"
32,3,9974,"32,3,9974"
80,76,6273,"80,76,6273"
43,27,7985,"43,27,7985"
12,35,8145,"12,35,8145"
15,8,4302,"15,8,4302"
83,62,9426,"83,62,9426"
63,31,6368,"63,31,6368"
27,51,8540,"27,51,8540"
78,79,9954,"78,79,9954"
90,62,2230,"90,62,2230"
44,81,2000,"44,81,2000"
0,8,8103,"0,8,8103"
24,50,6343,"24,50,6343"
50,98,642,"50,98,642"
85,39,4154,"85,39,4154"
86,57,1413,"86,57,1413"
67,86,7019,"67,86,7019"
50,73,1283,"50,73,1283"
10,96,1907,"10,96,1907"
63,98,1188,"63,98,1188"
65,32,699,"65,32,699"
33,40,45,"33,40,45"
55,56,9469,"55,56,9469"
21,52,9928,"21,52,9928"
48,86,5516,"48,86,5516"
31,69,6941,"31,69,6941"
7,34,588,"7,34,588"
76,82,2862,"76,82,2862"
60,81,5736,"60,81,5736"
72,12,5822,"72,12,5822"
99,20,5640,"99,20,5640"
95,59,9649,"95,59,9649"
60,7,4410,"60,7,4410"
24,33,8676,"24,33,8676"
0,24,6303,"0,24,6303"
82,34,3728,"82,34,3728"
25,18,506,"25,18,506"
23,35,2760,"23,35,2760"
29,81,8355,"29,81,8355"
49,98,6928,"49,98,6928"
95,30,6488,"95,30,6488"
72,20,3029,"72,20,3029"
84,92,7362,"84,92,7362"
83,75,8312,"83,75,8312"
63,51,81,"63,51,81"
48,43,8995,"48,43,8995"
5,53,944,"5,53,944"
74,17,2812,"74,17,2812"
11,49,7616,"11,49,7616"
33,8,7191,"33,8,7191"
20,86,6925,"20,86,6925"
86,19,2234,"86,19,2234"
23,96,198,"23,96,198"
95,35,65,"95,35,65"
22,5,5935,"22,5,5935"
1,81,8740,"1,81,8740"
45,38,1040,"45,38,1040"
36,31,5532,"36,31,5532"
69,27,1896,"69,27,1896"
13,38,4344,"13,38,4344"
49,26,183,"49,26,183"
4,91,6925,"4,91,6925"
46,96,7813,"46,96,7813"
32,63,5978,"32,63,5978"
75,42,9459,"75,42,9459"
28,9,8027,"28,9,8027"
41,63,684,"41,63,684"
95,66,860,"95,66,860"
66,18,6683,"66,18,6683"
44,17,4810,"44,17,4810"
14,31,4929,"14,31,4929"
83,70,9645,"83,70,9645"
20,65,1285,"20,65,1285"
14,94,9255,"14,94,9255"
21,50,7310,"21,50,7310"
82,50,4837,"82,50,4837"
37,46,7729,"37,46,7729"
81,63,3863,"81,63,3863"
89,73,2622,"89,73,2622"
43,19,1029,"43,19,1029"
24,86,1070,"24,86,1070"
56,47,2027,"56,47,2027"
51,65,4586,"51,65,4586"
99,73,4411,"99,73,4411"
80,68,3842,"80,68,3842"
15,35,7182,"15,35,7182"
75,76,2986,"75,76,2986"
98,94,4772,"98,94,4772"
70,45,8666,"70,45,8666"
93,85,6496,"93,85,6496"
85,39,1385,"85,39,1385"
87,12,9801,"87,12,9801"
87,56,7436,"87,56,7436"
18,19,1438,"18,19,1438"
37,17,555,"37,17,555"
77,44,7979,"77,44,7979"
41,49,6024,"41,49,6024"
34,67,2911,"34,67,2911"
15,32,9448,"15,32,9448"
26,9,6470,"26,9,6470"
20,22,2504,"20,22,2504"
54,50,2020,"54,50,2020"
13,54,5473,"13,54,5473"
49,62,371,"49,62,371"
90,73,4213,"90,73,4213"
35,51,84,"35,51,84"
24,29,1860,"24,29,1860"
89,58,839,"89,58,839"
46,15,8677,"46,15,8677"
44,46,7560,"44,46,7560"
81,36,7092,"81,36,7092"
51,2,2828,"51,2,2828"
5,3,4388,"5,3,4388"
95,19,3303,"95,19,3303"
81,48,3000,"81,48,3000"
12,5,9156,"12,5,9156"
57,38,4831,"57,38,4831"
83,44,7715,"83,44,7715"
55,89,84,"55,89,84"
74,5,5533,"74,5,5533"
9,76,3707,"9,76,3707"
66,45,1753,"66,45,1753"
90,84,868,"90,84,868"
49,71,8268,"49,71,8268"
88,77,9918,"88,77,9918"
30,2,7051,"30,2,7051"
8,29,2712,"8,29,2712"
39,20,996,"39,20,996"
9,56,5991,"9,56,5991"
80,56,529,"80,56,529"
91,88,9644,"91,88,9644"
24,86,6623,"24,86,6623"
68,43,7523,"68,43,7523"
38,8,9523,"38,8,9523"
22,67,8004,"22,67,8004"
95,36,3389,"95,36,3389"
12,62,9630,"12,62,9630"
59,97,2904,"59,97,2904"
15,57,6732,"15,57,6732"
69,91,6371,"69,91,6371"
52,56,4347,"52,56,4347"
71,99,7467,"71,99,7467"
0,0,6650,"0,0,6650"
88,57,8072,"88,57,8072"
51,41,4222,"51,41,4222"
15,42,6858,"15,42,6858"
5,25,7191,"5,25,7191"
44,90,1788,"44,90,1788"
63,53,2115,"63,53,2115"
32,78,8122,"32,78,8122"
28,56,8904,"28,56,8904"
25,89,8643,"25,89,8643"
54,28,9742,"54,28,9742"
56,17,2762,"56,17,2762"
26,26,1636,"26,26,1636"
48,10,6793,"48,10,6793"
1,55,5964,"1,55,5964"
42,53,4206,"42,53,4206"
8,71,1740,"8,71,1740"
59,33,5753,"59,33,5753"
2,5,250,"2,5,250"
99,21,2703,"99,21,2703"
28,14,8406,"28,14,8406"
85,22,9079,"85,22,9079"
44,21,1803,"44,21,1803"
93,75,239,"93,75,239"
45,49,5261,"45,49,5261"
74,84,7105,"74,84,7105"
68,69,549,"68,69,549"
46,15,2393,"46,15,2393"
91,45,9309,"91,45,9309"
93,88,2370,"93,88,2370"
96,58,9280,"96,58,9280"
99,19,1872,"99,19,1872"
72,27,4258,"72,27,4258"
94,94,1753,"94,94,1753"
41,46,344,"41,46,344"
44,39,5586,"44,39,5586"
66,42,5099,"66,42,5099"
46,90,8530,"46,90,8530"
76,72,791,"76,72,791"
7,59,2588,"7,59,2588"
55,71,6518,"55,71,6518"
2,59,4874,"2,59,4874"
47,42,22,"47,42,22"
70,28,1308,"70,28,1308"
13,12,1474,"13,12,1474"
47,22,1527,"47,22,1527"
35,46,7855,"35,46,7855"
12,23,3803,"12,23,3803"
7,81,9677,"7,81,9677"
50,28,5344,"50,28,5344"
49,15,3113,"49,15,3113"
20,42,2828,"20,42,2828"
84,20,142,"84,20,142"
87,4,7619,"87,4,7619"
53,83,2802,"53,83,2802"
56,36,3928,"56,36,3928"
60,38,3034,"60,38,3034"
98,92,8698,"98,92,8698"
28,91,2679,"28,91,2679"
76,75,4990,"76,75,4990"
29,96,947,"29,96,947"
32,30,7725,"32,30,7725"
3,30,5199,"3,30,5199"
18,1,3822,"18,1,3822"
49,83,7514,"49,83,7514"
99,30,8804,"99,30,8804"
40,38,1789,"40,38,1789"
64,66,7448,"64,66,7448"
69,55,5007,"69,55,5007"
23,45,4103,"23,45,4103"
12,72,2154,"12,72,2154"
7,56,5609,"7,56,5609"
95,69,590,"95,69,590"
5,79,6844,"5,79,6844"
9,84,1993,"9,84,1993"
38,61,1019,"38,61,1019"
26,26,1442,"26,26,1442"
96,60,9161,"96,60,9161"
27,89,449,"27,89,449"
18,78,8548,"18,78,8548"
76,15,7988,"76,15,7988"
84,85,7967,"84,85,7967"
66,51,8666,"66,51,8666"
54,40,4710,"54,40,4710"
3,38,6937,"3,38,6937"
18,62,5087,"18,62,5087"
81,16,6553,"81,16,6553"
53,43,2006,"53,43,2006"
16,25,2277,"16,25,2277"
76,46,5786,"76,46,5786"
21,45,910,"21,45,910"
97,82,2071,"97,82,2071"
3,65,446,"3,65,446"
38,71,1475,"38,71,1475"
99,81,8570,"99,81,8570"
95,62,5121,"95,62,5121"
11,6,2002,"11,6,2002"
92,83,2069,"92,83,2069"
33,92,3265,"33,92,3265"
48,8,5218,"48,8,5218"
99,71,332,"99,71,332"
73,31,3402,"73,31,3402"
85,67,1836,"85,67,1836"
81,47,8538,"81,47,8538"
66,6,2017,"66,6,2017"
26,29,2910,"26,29,2910"
87,19,4155,"87,19,4155"
67,18,702,"67,18,702"
22,23,1602,"22,23,1602"
67,16,750,"67,16,750"
14,69,1705,"14,69,1705"
95,4,7591,"95,4,7591"
72,62,1213,"72,62,1213"
48,22,8014,"48,22,8014"
80,89,2581,"80,89,2581"
7,14,1043,"7,14,1043"
8,96,3661,"8,96,3661"
66,89,9542,"66,89,9542"
58,98,47,"58,98,47"
49,27,63,"49,27,63"
65,88,7545,"65,88,7545"
86,79,1613,"86,79,1613"
19,13,6028,"19,13,6028"
85,9,5857,"85,9,5857"
4,92,7761,"4,92,7761"
90,66,656,"90,66,656"
38,30,3495,"38,30,3495"
53,81,2975,"53,81,2975"
90,83,6663,"90,83,6663"
53,0,5178,"53,0,5178"
10,60,2365,"10,60,2365"
83,43,267,"83,43,267"
72,55,2564,"72,55,2564"
90,17,1643,"90,17,1643"
36,97,3472,"36,97,3472"
74,63,247,"74,63,247"
37,32,8574,"37,32,8574"
90,50,3664,"90,50,3664"
18,24,1457,"18,24,1457"
77,41,134,"77,41,134"
93,12,6482,"93,12,6482"
44,9,974,"44,9,974"
15,52,7492,"15,52,7492"
98,50,4784,"98,50,4784"
22,38,1276,"22,38,1276"
33,89,9638,"33,89,9638"
43,1,3682,"43,1,3682"
2,71,1492,"2,71,1492"
18,57,4714,"18,57,4714"
92,41,188,"92,41,188"
75,7,7118,"75,7,7118"
28,3,4571,"28,3,4571"
66,42,4521,"66,42,4521"
24,58,9278,"24,58,9278"
85,90,4926,"85,90,4926"
0,57,5442,"0,57,5442"
7,39,4737,"7,39,4737"
0,74,5759,"0,74,5759"
47,33,692,"47,33,692"
91,60,779,"91,60,779"
45,37,6502,"45,37,6502"
7,95,3971,"7,95,3971"
21,52,3437,"21,52,3437"
26,72,9723,"26,72,9723"
68,40,2283,"68,40,2283"
80,39,6593,"80,39,6593"
72,26,7811,"72,26,7811"
30,20,2621,"30,20,2621"
6,70,8024,"6,70,8024"
88,60,2792,"88,60,2792"
20,36,3916,"20,36,3916"
3,7,2062,"3,7,2062"
85,16,9431,"85,16,9431"
32,76,2517,"32,76,2517"
17,44,8060,"17,44,8060"
26,23,2189,"26,23,2189"
50,92,9968,"50,92,9968"
47,95,2020,"47,95,2020"
58,58,6985,"58,58,6985"
56,76,2287,"56,76,2287"
3,35,9722,"3,35,9722"
17,60,2569,"17,60,2569"
29,36,4463,"29,36,4463"
10,57,7337,"10,57,7337"
93,34,8140,"93,34,8140"
94,48,7753,"94,48,7753"
32,1,4820,"32,1,4820"
65,97,7946,"65,97,7946"
55,27,6180,"55,27,6180"
5,68,4386,"5,68,4386"
5,77,1778,"5,77,1778"
66,18,4708,"66,18,4708"
32,1,190,"32,1,190"
36,32,6414,"36,32,6414"
55,51,8232,"55,51,8232"
55,64,1253,"55,64,1253"
23,13,4188,"23,13,4188"
76,93,4141,"76,93,4141"
82,54,6752,"82,54,6752"
65,95,4364,"65,95,4364"
28,3,3826,"28,3,3826"
51,80,5400,"51,80,5400"
39,26,4920,"39,26,4920"
89,8,4985,"89,8,4985"
97,86,4719,"97,86,4719"
4,42,8092,"4,42,8092"
