brand_name,model_name,os,phone_info
Apple,Redmi 7a 3/32GB Black,iOS,"Apple,Redmi 7a 3/32GB Black,iOS"
Lenovo,Galaxy S9+ SM-G965 DS 128GB Black,Android,"Lenovo,Galaxy S9+ SM-G965 DS 128GB Black,Android"
Cubot,Poco M3 4/128GB Black,Android,"Cubot,Poco M3 4/128GB Black,Android"
HTC,X50 Pro 8/256GB Alpha Grey,Android,"HTC,X50 Pro 8/256GB Alpha Grey,Android"
HUAWEI,Pixel 4 XL 6/128GB Just Black,Android,"HUAWEI,Pixel 4 XL 6/128GB Just Black,Android"
Xiaomi,Reno4 Z 5G 8/128GB Black,iOS,"Xiaomi,Reno4 Z 5G 8/128GB Black,iOS"
Samsung,G6 32GB Black (H870S.ACISBK),Android,"Samsung,G6 32GB Black (H870S.ACISBK),Android"
Apple,iPhone 12 Pro 512GB Dual Sim Pacific Blue (MGLM3),Android,"Apple,iPhone 12 Pro 512GB Dual Sim Pacific Blue (MGLM3),Android"
Apple,iPhone 5C 8GB (White),Android,"Apple,iPhone 5C 8GB (White),Android"
Xiaomi,Redmi 4x 2/16GB Black,Android,"Xiaomi,Redmi 4x 2/16GB Black,Android"
realme,Galaxy S10+ SM-G9750 DS 1TB Black,Android,"realme,Galaxy S10+ SM-G9750 DS 1TB Black,Android"
Tecno,G6 32GB Black (H870S.ACISBK),Android,"Tecno,G6 32GB Black (H870S.ACISBK),Android"
ALCATEL,5 Pro 8/128GB Green,Android,"ALCATEL,5 Pro 8/128GB Green,Android"
Samsung,Pop 4 Pro BC3 1/16GB Cosmic Shine,Android,"Samsung,Pop 4 Pro BC3 1/16GB Cosmic Shine,Android"
CAT,Zenfone 5 ZE620KL 4/64GB Blue (ZE620KL-1A012WW),iOS,"CAT,Zenfone 5 ZE620KL 4/64GB Blue (ZE620KL-1A012WW),iOS"
Crosscall,One Vision 4/128GB Bronze,Android,"Crosscall,One Vision 4/128GB Bronze,Android"
Honor,BV9900E 6/128GB Black,Android,"Honor,BV9900E 6/128GB Black,Android"
Xiaomi,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android,"Xiaomi,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android"
OPPO,A9 4/64GB Black,Android,"OPPO,A9 4/64GB Black,Android"
Honor,5 4/128GB Violet,Android,"Honor,5 4/128GB Violet,Android"
ASUS,iPhone 12 Pro Max 256GB Pacific Blue (MGDF3),Android,"ASUS,iPhone 12 Pro Max 256GB Pacific Blue (MGDF3),Android"
Samsung,Spark 6 KE7 4/128GB Comet Black (4895180762079),Android,"Samsung,Spark 6 KE7 4/128GB Comet Black (4895180762079),Android"
Xiaomi,Redmi Note 9 Pro 6/64GB Green,Android,"Xiaomi,Redmi Note 9 Pro 6/64GB Green,Android"
Apple,iPhone 6 32GB Space Grey (MQ3D2),iOS,"Apple,iPhone 6 32GB Space Grey (MQ3D2),iOS"
Xiaomi,Galaxy A6+ 4/32GB Gold,Android,"Xiaomi,Galaxy A6+ 4/32GB Gold,Android"
LG,Moto Z2 Play Lunar Grey (SM4482AC3K7),Android,"LG,Moto Z2 Play Lunar Grey (SM4482AC3K7),Android"
ASUS,S40 Lite 2/16GB Black,Android,"ASUS,S40 Lite 2/16GB Black,Android"
Samsung,X90L 3/16GB Purple,Android,"Samsung,X90L 3/16GB Purple,Android"
ZTE,D858 G3 Dual (Metallic Black),Android,"ZTE,D858 G3 Dual (Metallic Black),Android"
Oukitel,BV5500 2/16GB Black,Android,"Oukitel,BV5500 2/16GB Black,Android"
OnePlus,10i 4/128GB Black (51093VQV),Android,"OnePlus,10i 4/128GB Black (51093VQV),Android"
Lenovo,Galaxy S20 5G SM-G981 12/128GB Cosmic Gray,Android,"Lenovo,Galaxy S20 5G SM-G981 12/128GB Cosmic Gray,Android"
Sony,iPhone 5C 32GB (White),Android,"Sony,iPhone 5C 32GB (White),Android"
HUAWEI,iPhone 12 Pro Max 256GB Dual Sim Pacific Blue (MGC73),Android,"HUAWEI,iPhone 12 Pro Max 256GB Dual Sim Pacific Blue (MGC73),Android"
HUAWEI,iPhone 8 256GB Space Gray (MQ7F2),iOS,"HUAWEI,iPhone 8 256GB Space Gray (MQ7F2),iOS"
Sony,One Power XT1942-1 4/64GB Dual Sim Black,Android,"Sony,One Power XT1942-1 4/64GB Dual Sim Black,Android"
Motorola,iPhone 12 Pro 512GB Pacific Blue (MGMX3/MGM43),Android,"Motorola,iPhone 12 Pro 512GB Pacific Blue (MGMX3/MGM43),Android"
Blackview,Moto Z 32GB Black (SM4389AE7U1),Android,"Blackview,Moto Z 32GB Black (SM4389AE7U1),Android"
OPPO,BV4900 3/32GB Black,Android,"OPPO,BV4900 3/32GB Black,Android"
Motorola,Galaxy Note 10+ SM-N9750 12/512GB Black,Android,"Motorola,Galaxy Note 10+ SM-N9750 12/512GB Black,Android"
Google,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android,"Google,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android"
Apple,Xperia 10 I4113 Black,Android,"Apple,Xperia 10 I4113 Black,Android"
Samsung,N1-550 Cruiser Dual Sim Black,iOS,"Samsung,N1-550 Cruiser Dual Sim Black,iOS"
Honor,7 6/64GB Mist Blue,Android,"Honor,7 6/64GB Mist Blue,Android"
HUAWEI,Galaxy A01 Core 1/16GB Black (SM-A013FZKD),iOS,"HUAWEI,Galaxy A01 Core 1/16GB Black (SM-A013FZKD),iOS"
Sony,WP5 3/32GB Black,Android,"Sony,WP5 3/32GB Black,Android"
HUAWEI,Galaxy S20+ 5G SM-G9860 8/128GB Gray,Android,"HUAWEI,Galaxy S20+ 5G SM-G9860 8/128GB Gray,Android"
Apple,iPhone XR 64GB Slim Box Black (MH6M3),Android,"Apple,iPhone XR 64GB Slim Box Black (MH6M3),Android"
LG,Redmi 8 4/64GB Blue,Android,"LG,Redmi 8 4/64GB Blue,Android"
Honor,6T 8/256GB Midnight Black,Android,"Honor,6T 8/256GB Midnight Black,Android"
Archos,Action-X3 3/32GB Black,Android,"Archos,Action-X3 3/32GB Black,Android"
ASUS,ROG Phone 3 ZS661KS 12/256GB Black,Android,"ASUS,ROG Phone 3 ZS661KS 12/256GB Black,Android"
Xiaomi,E450A 2018 DualSim Black,Android,"Xiaomi,E450A 2018 DualSim Black,Android"
OPPO,Galaxy Note 10+ SM-N975F 12/256GB Black (SM-N975FZKD),Android,"OPPO,Galaxy Note 10+ SM-N975F 12/256GB Black (SM-N975FZKD),Android"
Honor,BV9500 Pro 6/128GB Black,Android,"Honor,BV9500 Pro 6/128GB Black,Android"
LG,Redmi 5 Plus 4/64GB Black,Android,"LG,Redmi 5 Plus 4/64GB Black,Android"
Apple,iPhone SE 2020 64GB Slim Box Black (MHGP3),Android,"Apple,iPhone SE 2020 64GB Slim Box Black (MHGP3),Android"
Xiaomi,P30 Pro 8/256GB Black (51093NFN),Android,"Xiaomi,P30 Pro 8/256GB Black (51093NFN),Android"
myPhone,Pixel 5 8/128GB Just Black,Android,"myPhone,Pixel 5 8/128GB Just Black,Android"
Apple,One Hyper XT2027-1 4/128GB Deep Sea Blue,Android,"Apple,One Hyper XT2027-1 4/128GB Deep Sea Blue,Android"
Motorola,6 64GB Silver,iOS,"Motorola,6 64GB Silver,iOS"
Xiaomi,P30 Pro 8/256GB Black (51093NFN),iOS,"Xiaomi,P30 Pro 8/256GB Black (51093NFN),iOS"
vivo,Y11 3/32GB Agate Red,Android,"vivo,Y11 3/32GB Agate Red,Android"
Apple,iPhone 12 Pro Max 128GB Dual Sim Graphite (MGC03),Android,"Apple,iPhone 12 Pro Max 128GB Dual Sim Graphite (MGC03),Android"
Xiaomi,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android,"Xiaomi,Moto G6 Plus XT1926 Dual Sim 64GB Indigo Blue,Android"
CAT,P30 4/64GB Black,Android,"CAT,P30 4/64GB Black,Android"
Blackview,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),Android,"Blackview,Galaxy S21 Ultra 12/256GB Phantom Black (SM-G998BZKGSEK),Android"
HUAWEI,Redmi Note 9 Pro 6/128GB Grey,Android,"HUAWEI,Redmi Note 9 Pro 6/128GB Grey,Android"
Nokia,G935FD Galaxy S7 Edge 32GB Gold (SM-G935FZDU),iOS,"Nokia,G935FD Galaxy S7 Edge 32GB Gold (SM-G935FZDU),iOS"
Meizu,Black Shark 8/128GB Black,Android,"Meizu,Black Shark 8/128GB Black,Android"
Sony,S5 Pro 6/64GB Black,Android,"Sony,S5 Pro 6/64GB Black,Android"
HUAWEI,Mi Note 10 Lite 6/64GB Purple,Android,"HUAWEI,Mi Note 10 Lite 6/64GB Purple,Android"
Sigma mobile,X Screen 16GB Single K500n White,Android,"Sigma mobile,X Screen 16GB Single K500n White,Android"
CAT,X 4/64GB Black,Android,"CAT,X 4/64GB Black,Android"
Samsung,A7 2/32GB L19111 Blue,Android,"Samsung,A7 2/32GB L19111 Blue,Android"
Xiaomi,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android,"Xiaomi,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android"
Blackview,BV5500 2/16GB Black,Android,"Blackview,BV5500 2/16GB Black,Android"
Oukitel,B505 Unit 4G Dual Sim Black,Android,"Oukitel,B505 Unit 4G Dual Sim Black,Android"
OPPO,5 Pro 8/128GB Green,Android,"OPPO,5 Pro 8/128GB Green,Android"
ASUS,Moto G8 4/64GB Blue (PAHL0004RS),Android,"ASUS,Moto G8 4/64GB Blue (PAHL0004RS),Android"
OnePlus,BV5800 Pro 2/16GB Black,Android,"OnePlus,BV5800 Pro 2/16GB Black,Android"
Meizu,Armor 3W 6/64GB Black,Android,"Meizu,Armor 3W 6/64GB Black,Android"
HUAWEI,Note 9 4/64GB Black,Android,"HUAWEI,Note 9 4/64GB Black,Android"
LG,E450A 2018 DualSim Black,Android,"LG,E450A 2018 DualSim Black,Android"
HUAWEI,Redmi 6 3/64GB Black,Android,"HUAWEI,Redmi 6 3/64GB Black,Android"
Samsung,Mi Note 10 Lite 6/64GB Purple,Android,"Samsung,Mi Note 10 Lite 6/64GB Purple,Android"
Samsung,Redmi 5 Plus 4/64GB Black,Android,"Samsung,Redmi 5 Plus 4/64GB Black,Android"
CAT,WP6 4/128GB Black,Android,"CAT,WP6 4/128GB Black,Android"
2E,Galaxy S10+ SM-G975 SS 512GB White,WindowsPhone,"2E,Galaxy S10+ SM-G975 SS 512GB White,WindowsPhone"
Xiaomi,Armor 3W 6/64GB Black,Android,"Xiaomi,Armor 3W 6/64GB Black,Android"
Samsung,Redmi Note 9S 6/128GB Grey,Android,"Samsung,Redmi Note 9S 6/128GB Grey,Android"
Blackview,Blade A3 2020 1/32GB Grey,Android,"Blackview,Blade A3 2020 1/32GB Grey,Android"
Samsung,Pixel 128GB (Quite Black),Android,"Samsung,Pixel 128GB (Quite Black),Android"
Motorola,M10 3/32GB Black,Android,"Motorola,M10 3/32GB Black,Android"
S-TELL,iPhone 11 256GB Slim Box Black (MHDP3),Android,"S-TELL,iPhone 11 256GB Slim Box Black (MHDP3),Android"
HUAWEI,X20 Pro 6/128GB Black,Android,"HUAWEI,X20 Pro 6/128GB Black,Android"
Motorola,Nord N10 5G 6/128GB Midnight Ice,Android,"Motorola,Nord N10 5G 6/128GB Midnight Ice,Android"
Samsung,X 4/64GB Black,Android,"Samsung,X 4/64GB Black,Android"
Motorola,iPhone 11 Pro 256GB Dual Sim Midnight Green (MWDH2),iOS,"Motorola,iPhone 11 Pro 256GB Dual Sim Midnight Green (MWDH2),iOS"
LEAGOO,Y6 2019 DS Blue,Android,"LEAGOO,Y6 2019 DS Blue,Android"
Oukitel,Xperia 5 II 8/256GB Blue,Android,"Oukitel,Xperia 5 II 8/256GB Blue,Android"
Samsung,Surface Duo 6GB/256GB (TGM-00001),Android,"Samsung,Surface Duo 6GB/256GB (TGM-00001),Android"
Apple,iPhone 6 32GB Space Grey (MQ3D2),Android,"Apple,iPhone 6 32GB Space Grey (MQ3D2),Android"
Oukitel,U11 4/64GB Black 99HAMB075-00,Android,"Oukitel,U11 4/64GB Black 99HAMB075-00,Android"
OnePlus,6 Pro 8/128GB Blue,Android,"OnePlus,6 Pro 8/128GB Blue,Android"
Samsung,M5 Black,Android,"Samsung,M5 Black,Android"
Samsung,Galaxy S20 FE SM-G780F 8/256GB Blue (SM-G780FZBH),Android,"Samsung,Galaxy S20 FE SM-G780F 8/256GB Blue (SM-G780FZBH),Android"
Samsung,Quest 4/64GB Black,Android,"Samsung,Quest 4/64GB Black,Android"
Samsung,WP1 4/64GB Black,Android,"Samsung,WP1 4/64GB Black,Android"
DOOGEE,Redmi 4x 2/16GB Gold,Android,"DOOGEE,Redmi 4x 2/16GB Gold,Android"
OPPO,A52 4/64GB Twilight Black,iOS,"OPPO,A52 4/64GB Twilight Black,iOS"
Xiaomi,Redmi 10x 4G 4/128GB Blue,Android,"Xiaomi,Redmi 10x 4G 4/128GB Blue,Android"
Nokia,9 4/64GB Dual Blue,Android,"Nokia,9 4/64GB Dual Blue,Android"
Apple,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),iOS,"Apple,iPhone 12 Pro 128GB Dual Sim Pacific Blue (MGLD3),iOS"
LG,F572L 2018 DualSim Red,Android,"LG,F572L 2018 DualSim Red,Android"
OnePlus,1.3 1/16GB Charcoal,Android,"OnePlus,1.3 1/16GB Charcoal,Android"
ASUS,Y15 4/64GB Burgundy Red,iOS,"ASUS,Y15 4/64GB Burgundy Red,iOS"
Apple,X-treme PQ20 Black,Android,"Apple,X-treme PQ20 Black,Android"
DOOGEE,BV9900E 6/128GB Black,Android,"DOOGEE,BV9900E 6/128GB Black,Android"
Apple,iPhone 6 128GB (Gold),Android,"Apple,iPhone 6 128GB (Gold),Android"
Samsung,Spark 6 KE7 4/128GB Comet Black (4895180762079),Android,"Samsung,Spark 6 KE7 4/128GB Comet Black (4895180762079),Android"
OPPO,D858 G3 Dual (Metallic Black),Android,"OPPO,D858 G3 Dual (Metallic Black),Android"
Samsung,Pixel 2 128GB Just Black,iOS,"Samsung,Pixel 2 128GB Just Black,iOS"
vivo,Redmi 7a 3/32GB Black,iOS,"vivo,Redmi 7a 3/32GB Black,iOS"
Xiaomi,X-treme PQ53 Black,Android,"Xiaomi,X-treme PQ53 Black,Android"
Sigma mobile,iPhone 7 Plus 128GB Black (MN4M2),Android,"Sigma mobile,iPhone 7 Plus 128GB Black (MN4M2),Android"
Samsung,N10 3/32GB Purple,Android,"Samsung,N10 3/32GB Purple,Android"
Ulefone,Galaxy S10+ SM-G975 DS 1TB Ceramic White (SM-G975FCWH),Android,"Ulefone,Galaxy S10+ SM-G975 DS 1TB Ceramic White (SM-G975FCWH),Android"
Apple,Moto E4 (XT1762) Metallic Iron Gray (PA750058UA),Android,"Apple,Moto E4 (XT1762) Metallic Iron Gray (PA750058UA),Android"
Blackview,A5s 3/32Gb Blue,iOS,"Blackview,A5s 3/32Gb Blue,iOS"
Xiaomi,Redmi 6 3/32GB Gold,Android,"Xiaomi,Redmi 6 3/32GB Gold,Android"
Motorola,M6 Note 3/16GB Black,iOS,"Motorola,M6 Note 3/16GB Black,iOS"
Ulefone,G6 64GB Black (LGH870DS.ACISBK),Android,"Ulefone,G6 64GB Black (LGH870DS.ACISBK),Android"
Google,iPhone 6s 32GB Space Gray (MN0W2),iOS,"Google,iPhone 6s 32GB Space Gray (MN0W2),iOS"
Xiaomi,Moto Z4 4/128GB Flash Gray,Android,"Xiaomi,Moto Z4 4/128GB Flash Gray,Android"
HUAWEI,Redmi Note 8 4/64GB Blue,Android,"HUAWEI,Redmi Note 8 4/64GB Blue,Android"
Motorola,Galaxy Note20 Ultra SM-N985F 8/256GB Mystic Bronze (SM-N985FZNG),Android,"Motorola,Galaxy Note20 Ultra SM-N985F 8/256GB Mystic Bronze (SM-N985FZNG),Android"
Ulefone,2.4 2/32GB Charcoal,Android,"Ulefone,2.4 2/32GB Charcoal,Android"
Apple,Poco X3 NFC 6/128GB Cobalt Blue,iOS,"Apple,Poco X3 NFC 6/128GB Cobalt Blue,iOS"
Samsung,One Action 4/128GB XT2013-2 White,Android,"Samsung,One Action 4/128GB XT2013-2 White,Android"
Samsung,Redmi 9 3/32GB Grey NFC,Android,"Samsung,Redmi 9 3/32GB Grey NFC,Android"
Motorola,Redmi 9 4/128GB Pink (no NFC),Android,"Motorola,Redmi 9 4/128GB Pink (no NFC),Android"
Motorola,Galaxy Note20 SM-N980F 8/256GB Mystic Green (SM-N980FZGG),Android,"Motorola,Galaxy Note20 SM-N980F 8/256GB Mystic Green (SM-N980FZGG),Android"
Blackview,Armor 9E 8/128GB Black (6937748733805),Android,"Blackview,Armor 9E 8/128GB Black (6937748733805),Android"
Samsung,A7 2/32GB L19111 Blue,Android,"Samsung,A7 2/32GB L19111 Blue,Android"
ZTE,Redmi 9 4/128GB Blue (no NFC),Android,"ZTE,Redmi 9 4/128GB Blue (no NFC),Android"
Ulefone,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android,"Ulefone,Galaxy M10 SM-M105F 2/16GB Black (SM-M105GDAG),Android"
Apple,iPhone SE 64GB Space Gray (MLM62),Android,"Apple,iPhone SE 64GB Space Gray (MLM62),Android"
Samsung,Galaxy A02s 3/32GB Blue (SM-A025FZBE),Android,"Samsung,Galaxy A02s 3/32GB Blue (SM-A025FZBE),Android"
LG,6 4/128GB Blue,Android,"LG,6 4/128GB Blue,Android"
Blackview,Galaxy S21+ 8/256GB Phantom Black (SM-G996BZKGSEK),Android,"Blackview,Galaxy S21+ 8/256GB Phantom Black (SM-G996BZKGSEK),Android"
Samsung,Pixel 3 4/128GB Just Black,Android,"Samsung,Pixel 3 4/128GB Just Black,Android"
HUAWEI,WP6 6/128GB Black,Android,"HUAWEI,WP6 6/128GB Black,Android"
Samsung,S40 Lite 2/16GB Black,Android,"Samsung,S40 Lite 2/16GB Black,Android"
Motorola,Galaxy S9 SM-G960 DS 128GB Grey (SM-G960FZAG),Android,"Motorola,Galaxy S9 SM-G960 DS 128GB Grey (SM-G960FZAG),Android"
vivo,S95 Pro 8/128GB Black,Android,"vivo,S95 Pro 8/128GB Black,Android"
Samsung,G6 64GB Platinum (LGH870DS.ACISPL),Android,"Samsung,G6 64GB Platinum (LGH870DS.ACISPL),Android"
Google,Galaxy Note10 Lite SM-N770F Dual 6/128GB Black (SM-N770FZKD),Android,"Google,Galaxy Note10 Lite SM-N770F Dual 6/128GB Black (SM-N770FZKD),Android"
Motorola,Redmi 8 3/32GB Black,Android,"Motorola,Redmi 8 3/32GB Black,Android"
Sigma mobile,Y7 Prime 2018 3/32GB Black (51092JHA),iOS,"Sigma mobile,Y7 Prime 2018 3/32GB Black (51092JHA),iOS"
HUAWEI,Galaxy Note 8 N950F Single sim 128GB Black,Android,"HUAWEI,Galaxy Note 8 N950F Single sim 128GB Black,Android"
Tecno,Spark 4 KC2 3/32GB Royal Purple,Android,"Tecno,Spark 4 KC2 3/32GB Royal Purple,Android"
Xiaomi,Mate 10 6/128GB Gold,Android,"Xiaomi,Mate 10 6/128GB Gold,Android"
Apple,iPhone 6 128GB (Gold),iOS,"Apple,iPhone 6 128GB (Gold),iOS"
Samsung,iPhone XS 64GB Space Gray (MT9E2),Android,"Samsung,iPhone XS 64GB Space Gray (MT9E2),Android"
Xiaomi,Mate 10 6/256GB Porsche Design,Android,"Xiaomi,Mate 10 6/256GB Porsche Design,Android"
realme,Cool Play 6 6/64GB Black,Android,"realme,Cool Play 6 6/64GB Black,Android"
Sony,Sense 55DC 16GB Black,Android,"Sony,Sense 55DC 16GB Black,Android"
ALCATEL,16Xs 6/128GB Pearl White,Android,"ALCATEL,16Xs 6/128GB Pearl White,Android"
realme,Armor 3W 6/64GB Black,Android,"realme,Armor 3W 6/64GB Black,Android"
Meizu,Galaxy S20 FE SM-G780F 8/128GB Cloud Navy,Android,"Meizu,Galaxy S20 FE SM-G780F 8/128GB Cloud Navy,Android"
Sigma mobile,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android,"Sigma mobile,Spark 5 Pro KD7 4/64GB DS Spark Orange,Android"
OnePlus,C552 Black,Android,"OnePlus,C552 Black,Android"
Sigma mobile,iPhone 6 64GB Space Gray (MG4F2),iOS,"Sigma mobile,iPhone 6 64GB Space Gray (MG4F2),iOS"
Samsung,P Smart 2020 4/128GB Emerald Green,Android,"Samsung,P Smart 2020 4/128GB Emerald Green,Android"
HUAWEI,iPhone 8 256GB Space Gray (MQ7F2),Android,"HUAWEI,iPhone 8 256GB Space Gray (MQ7F2),Android"
Apple,iPhone 8 Plus 64GB Space Gray (MQ8L2),iOS,"Apple,iPhone 8 Plus 64GB Space Gray (MQ8L2),iOS"
Apple,Y7 2019 3/32GB Coral Red (51093HEW),iOS,"Apple,Y7 2019 3/32GB Coral Red (51093HEW),iOS"
Sigma mobile,Xperia XZ Dual F8332 (Black),iOS,"Sigma mobile,Xperia XZ Dual F8332 (Black),iOS"
Apple,Poco X3 NFC 6/64GB Cobalt Blue,Android,"Apple,Poco X3 NFC 6/64GB Cobalt Blue,Android"
Xiaomi,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android,"Xiaomi,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android"
HUAWEI,Redmi 8A 3/32GB Black,Android,"HUAWEI,Redmi 8A 3/32GB Black,Android"
LG,S5 Pro 6/64GB Black,Android,"LG,S5 Pro 6/64GB Black,Android"
Tecno,Galaxy S9 SM-G960 DS 128GB Purple (SM-G960FZPG),Android,"Tecno,Galaxy S9 SM-G960 DS 128GB Purple (SM-G960FZPG),Android"
Blackview,G6 Plus 128GB Gold,Android,"Blackview,G6 Plus 128GB Gold,Android"
ASUS,X-treme PQ20 Black,Android,"ASUS,X-treme PQ20 Black,Android"
realme,16th 6/64GB Black,Android,"realme,16th 6/64GB Black,Android"
Samsung,Galaxy A8+ 2018 32GB Orchid Gray (SM-A730FZVD),Android,"Samsung,Galaxy A8+ 2018 32GB Orchid Gray (SM-A730FZVD),Android"
CAT,Note 8P 2/16GB Black,iOS,"CAT,Note 8P 2/16GB Black,iOS"
Sony,iPhone 6s 32GB Space Gray (MN0W2),Android,"Sony,iPhone 6s 32GB Space Gray (MN0W2),Android"
Samsung,X3 8/64GB Black,Android,"Samsung,X3 8/64GB Black,Android"
Samsung,Redmi 5 3/32GB Gold,Android,"Samsung,Redmi 5 3/32GB Gold,Android"
Apple,X7 Dual Sim 6/128GB Black,Android,"Apple,X7 Dual Sim 6/128GB Black,Android"
realme,8T 12/256GB Lunar Silver,Android,"realme,8T 12/256GB Lunar Silver,Android"
Samsung,Mix 2 M2 4/64GB Black,Android,"Samsung,Mix 2 M2 4/64GB Black,Android"
Motorola,K12 6/64 Black,Android,"Motorola,K12 6/64 Black,Android"
Motorola,G935FD Galaxy S7 Edge 32GB Gold (SM-G935FZDU),Android,"Motorola,G935FD Galaxy S7 Edge 32GB Gold (SM-G935FZDU),Android"
Sigma mobile,S95 Pro 8/128GB Black,Android,"Sigma mobile,S95 Pro 8/128GB Black,Android"
Oukitel,M6T 3/32GB Blue,Android,"Oukitel,M6T 3/32GB Blue,Android"
HUAWEI,X50 5G 6/128GB Jungle Green,Android,"HUAWEI,X50 5G 6/128GB Jungle Green,Android"
Cubot,Mi 10 Lite 6/64GB Cosmic Grey,Android,"Cubot,Mi 10 Lite 6/64GB Cosmic Grey,Android"
Cubot,X3 8/64GB Black,Android,"Cubot,X3 8/64GB Black,Android"
Apple,iPhone 12 64GB Blue (MGJ83/MGH93),Android,"Apple,iPhone 12 64GB Blue (MGJ83/MGH93),Android"
Blackview,A8 3/32GB Black,Android,"Blackview,A8 3/32GB Black,Android"
Samsung,BV8000 Pro Lion Gold,Android,"Samsung,BV8000 Pro Lion Gold,Android"
realme,20 6/128GB Black,Android,"realme,20 6/128GB Black,Android"
Samsung,Redmi Note 8 6/128GB Blue,Android,"Samsung,Redmi Note 8 6/128GB Blue,Android"
Motorola,Redmi Note 8T 3/32GB Grey,Android,"Motorola,Redmi Note 8T 3/32GB Grey,Android"
OPPO,A5s 3/32Gb Blue,Android,"OPPO,A5s 3/32Gb Blue,Android"
AGM,5 Pro 8/128GB Green,Android,"AGM,5 Pro 8/128GB Green,Android"
realme,A7 Pro 4/64GB Black,Android,"realme,A7 Pro 4/64GB Black,Android"
Tecno,Galaxy M51 6/128GB Black (SM-M515FZKD),Android,"Tecno,Galaxy M51 6/128GB Black (SM-M515FZKD),Android"
Motorola,Poco X3 NFC 6/64GB Cobalt Blue,Android,"Motorola,Poco X3 NFC 6/64GB Cobalt Blue,Android"
Samsung,Redmi Note 7 4/64GB Black,Android,"Samsung,Redmi Note 7 4/64GB Black,Android"
Bravis,C552 Black,Android,"Bravis,C552 Black,Android"
CAT,Kingkong mini 3/32GB Red,Android,"CAT,Kingkong mini 3/32GB Red,Android"
Samsung,Redmi 6 3/64GB Black,Android,"Samsung,Redmi 6 3/64GB Black,Android"
Apple,iPhone 8 256GB Space Gray (MQ7F2),Android,"Apple,iPhone 8 256GB Space Gray (MQ7F2),Android"
OnePlus,1B 5002H Pine Green (5002H-2BALUA12),Android,"OnePlus,1B 5002H Pine Green (5002H-2BALUA12),Android"
Honor,A80 2/16GB Red,Android,"Honor,A80 2/16GB Red,Android"
Apple,nova 5T 6/128GB Black (51094MEU),Android,"Apple,nova 5T 6/128GB Black (51094MEU),Android"
Nokia,Armor 3WT 6/64GB Black,Android,"Nokia,Armor 3WT 6/64GB Black,Android"
Nokia,15 4/64GB Black,Android,"Nokia,15 4/64GB Black,Android"
2E,iPhone 7 32GB Black (MN8X2),Android,"2E,iPhone 7 32GB Black (MN8X2),Android"
ASUS,iPhone 12 Pro Max 512GB Dual Sim Pacific Blue (MGCE3),iOS,"ASUS,iPhone 12 Pro Max 512GB Dual Sim Pacific Blue (MGCE3),iOS"
Apple,X90 1/16GB Gold,Android,"Apple,X90 1/16GB Gold,Android"
Meizu,Blade L210 1/32GB Blue,Android,"Meizu,Blade L210 1/32GB Blue,Android"
Motorola,H990 V20 Dual 64GB (Black),Android,"Motorola,H990 V20 Dual 64GB (Black),Android"
Nokia,1.3 1/16GB Charcoal,Android,"Nokia,1.3 1/16GB Charcoal,Android"
AGM,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android,"AGM,Galaxy Note20 5G SM-N981B 8/256GB Mystic Bronze,Android"
ZTE,Galaxy A50 2019 SM-A505F 6/128GB Blue (SM-A505FZBQ),Android,"ZTE,Galaxy A50 2019 SM-A505F 6/128GB Blue (SM-A505FZBQ),Android"
Meizu,A5L+ 2/16GB Grey,Android,"Meizu,A5L+ 2/16GB Grey,Android"
DOOGEE,V40 ThinQ 4/64GB Aurora Black,Android,"DOOGEE,V40 ThinQ 4/64GB Aurora Black,Android"
Elephone,iPhone 7 128GB Jet Black (MN962),Android,"Elephone,iPhone 7 128GB Jet Black (MN962),Android"
Samsung,Xperia 1 II XQ-AT51 8/256GB Black,iOS,"Samsung,Xperia 1 II XQ-AT51 8/256GB Black,iOS"
Meizu,10i 4/128GB Black (51093VQV),Android,"Meizu,10i 4/128GB Black (51093VQV),Android"
Samsung,Pixel 5 8/128GB Just Black,Android,"Samsung,Pixel 5 8/128GB Just Black,Android"
Sigma mobile,Galaxy A50s 2019 SM-A507FD 6/128GB Black,Android,"Sigma mobile,Galaxy A50s 2019 SM-A507FD 6/128GB Black,Android"
Samsung,Blade L210 1/32GB Black,Android,"Samsung,Blade L210 1/32GB Black,Android"
Google,Moto Z 32GB Black (SM4389AE7U1),Android,"Google,Moto Z 32GB Black (SM4389AE7U1),Android"
