country,rank,year,passport_info
Vietnam,82,2014,"Vietnam,82,2014"
Congo (Rep.),92,2009,"Congo (Rep.),92,2009"
Jordan,82,2015,"Jordan,82,2015"
Croatia,11,2011,"Croatia,11,2011"
Iraq,106,2008,"Iraq,106,2008"
South Africa,58,2016,"South Africa,58,2016"
Tuvalu,40,2013,"Tuvalu,40,2013"
Tuvalu,47,2018,"Tuvalu,47,2018"
Vanuatu,59,2011,"Vanuatu,59,2011"
Japan,1,2014,"Japan,1,2014"
Malaysia,49,2022,"Malaysia,49,2022"
North Macedonia,78,2021,"North Macedonia,78,2021"
Mongolia,90,2011,"Mongolia,90,2011"
Afghanistan,111,2015,"Afghanistan,111,2015"
Mozambique,78,2014,"Mozambique,78,2014"
Sierra Leone,75,2015,"Sierra Leone,75,2015"
Cape Verde Islands,66,2017,"Cape Verde Islands,66,2017"
St. Lucia,55,2022,"St. Lucia,55,2022"
Suriname,76,2018,"Suriname,76,2018"
Oman,59,2010,"Oman,59,2010"
China,72,2012,"China,72,2012"
San Marino,6,2020,"San Marino,6,2020"
Kosovo,92,2007,"Kosovo,92,2007"
Cyprus,39,2019,"Cyprus,39,2019"
Moldova,70,2013,"Moldova,70,2013"
Slovenia,9,2007,"Slovenia,9,2007"
Mali,80,2014,"Mali,80,2014"
France,5,2021,"France,5,2021"
Kiribati,55,2022,"Kiribati,55,2022"
Cuba,76,2020,"Cuba,76,2020"
Ecuador,74,2021,"Ecuador,74,2021"
Equatorial Guinea,76,2014,"Equatorial Guinea,76,2014"
North Korea,95,2018,"North Korea,95,2018"
Jamaica,67,2013,"Jamaica,67,2013"
Gabon,79,2008,"Gabon,79,2008"
Liberia,82,2014,"Liberia,82,2014"
eSwatini,66,2007,"eSwatini,66,2007"
Israel,16,2020,"Israel,16,2020"
Argentina,4,2017,"Argentina,4,2017"
India,85,2021,"India,85,2021"
Uruguay,54,2014,"Uruguay,54,2014"
Bahrain,60,2008,"Bahrain,60,2008"
Israel,6,2013,"Israel,6,2013"
Namibia,70,2016,"Namibia,70,2016"
Trinidad and Tobago,46,2009,"Trinidad and Tobago,46,2009"
Mauritania,72,2020,"Mauritania,72,2020"
Nicaragua,37,2012,"Nicaragua,37,2012"
Haiti,89,2021,"Haiti,89,2021"
Gabon,58,2012,"Gabon,58,2012"
Rwanda,71,2015,"Rwanda,71,2015"
Argentina,38,2018,"Argentina,38,2018"
Colombia,44,2019,"Colombia,44,2019"
Ireland,5,2013,"Ireland,5,2013"
Kenya,78,2018,"Kenya,78,2018"
Germany,1,2021,"Germany,1,2021"
Mongolia,70,2015,"Mongolia,70,2015"
Canada,5,2019,"Canada,5,2019"
Albania,37,2009,"Albania,37,2009"
Oman,66,2022,"Oman,66,2022"
Nicaragua,38,2015,"Nicaragua,38,2015"
Nauru,60,2018,"Nauru,60,2018"
Namibia,24,2012,"Namibia,24,2012"
Norway,13,2016,"Norway,13,2016"
Serbia,65,2012,"Serbia,65,2012"
Monaco,31,2011,"Monaco,31,2011"
Burundi,80,2020,"Burundi,80,2020"
Senegal,72,2011,"Senegal,72,2011"
United States,16,2018,"United States,16,2018"
Angola,90,2019,"Angola,90,2019"
Botswana,57,2006,"Botswana,57,2006"
Bolivia,56,2016,"Bolivia,56,2016"
Nauru,51,2017,"Nauru,51,2017"
Lithuania,14,2021,"Lithuania,14,2021"
Luxembourg,2,2016,"Luxembourg,2,2016"
Mexico,62,2013,"Mexico,62,2013"
Kazakhstan,79,2021,"Kazakhstan,79,2021"
Congo (Rep.),91,2014,"Congo (Rep.),91,2014"
Comoro Islands,75,2012,"Comoro Islands,75,2012"
Iceland,19,2015,"Iceland,19,2015"
Burkina Faso,80,2021,"Burkina Faso,80,2021"
Grenada,42,2009,"Grenada,42,2009"
Sri Lanka,97,2019,"Sri Lanka,97,2019"
Denmark,3,2010,"Denmark,3,2010"
Maldives,71,2019,"Maldives,71,2019"
Taiwan (Chinese Taipei),48,2021,"Taiwan (Chinese Taipei),48,2021"
Guyana,60,2020,"Guyana,60,2020"
Iceland,48,2022,"Iceland,48,2022"
Chile,7,2017,"Chile,7,2017"
Andorra,45,2008,"Andorra,45,2008"
Syria,103,2013,"Syria,103,2013"
Latvia,28,2017,"Latvia,28,2017"
Spain,11,2018,"Spain,11,2018"
Marshall Islands,28,2009,"Marshall Islands,28,2009"
Croatia,16,2018,"Croatia,16,2018"
Norway,6,2015,"Norway,6,2015"
Bulgaria,17,2015,"Bulgaria,17,2015"
Monaco,22,2018,"Monaco,22,2018"
Kosovo,102,2020,"Kosovo,102,2020"
Portugal,6,2013,"Portugal,6,2013"
Israel,27,2020,"Israel,27,2020"
Azerbaijan,62,2008,"Azerbaijan,62,2008"
Congo (Rep.),95,2021,"Congo (Rep.),95,2021"
Uzbekistan,48,2007,"Uzbekistan,48,2007"
Indonesia,65,2011,"Indonesia,65,2011"
Myanmar,91,2014,"Myanmar,91,2014"
Trinidad and Tobago,33,2017,"Trinidad and Tobago,33,2017"
Macao (SAR China),10,2007,"Macao (SAR China),10,2007"
Bahamas,20,2008,"Bahamas,20,2008"
Denmark,5,2010,"Denmark,5,2010"
Malawi,48,2011,"Malawi,48,2011"
Ecuador,42,2008,"Ecuador,42,2008"
Finland,4,2006,"Finland,4,2006"
Singapore,1,2010,"Singapore,1,2010"
Benin,89,2019,"Benin,89,2019"
Iceland,31,2022,"Iceland,31,2022"
Liberia,87,2016,"Liberia,87,2016"
Iran,96,2011,"Iran,96,2011"
Belarus,79,2014,"Belarus,79,2014"
Burkina Faso,81,2015,"Burkina Faso,81,2015"
Lithuania,26,2019,"Lithuania,26,2019"
Malaysia,32,2019,"Malaysia,32,2019"
Burkina Faso,82,2016,"Burkina Faso,82,2016"
North Korea,85,2019,"North Korea,85,2019"
Thailand,50,2009,"Thailand,50,2009"
Guatemala,49,2009,"Guatemala,49,2009"
Congo (Rep.),97,2021,"Congo (Rep.),97,2021"
Myanmar,96,2022,"Myanmar,96,2022"
Guinea,92,2019,"Guinea,92,2019"
Namibia,73,2013,"Namibia,73,2013"
Togo,71,2009,"Togo,71,2009"
Poland,18,2016,"Poland,18,2016"
Morocco,63,2010,"Morocco,63,2010"
Barbados,10,2012,"Barbados,10,2012"
United Kingdom,5,2014,"United Kingdom,5,2014"
India,81,2015,"India,81,2015"
Kenya,73,2020,"Kenya,73,2020"
Estonia,36,2021,"Estonia,36,2021"
Vietnam,81,2019,"Vietnam,81,2019"
Pakistan,105,2013,"Pakistan,105,2013"
Jordan,89,2008,"Jordan,89,2008"
Iceland,17,2011,"Iceland,17,2011"
Montenegro,53,2015,"Montenegro,53,2015"
Dominica,31,2017,"Dominica,31,2017"
Latvia,26,2016,"Latvia,26,2016"
Albania,20,2011,"Albania,20,2011"
Estonia,32,2019,"Estonia,32,2019"
Burundi,79,2016,"Burundi,79,2016"
Germany,2,2011,"Germany,2,2011"
Djibouti,90,2022,"Djibouti,90,2022"
Honduras,37,2009,"Honduras,37,2009"
Cameroon,85,2010,"Cameroon,85,2010"
Liberia,98,2013,"Liberia,98,2013"
France,5,2012,"France,5,2012"
Mauritania,79,2010,"Mauritania,79,2010"
Slovakia,14,2021,"Slovakia,14,2021"
Kosovo,100,2021,"Kosovo,100,2021"
Syria,104,2010,"Syria,104,2010"
Micronesia,47,2014,"Micronesia,47,2014"
Romania,23,2020,"Romania,23,2020"
Belize,24,2018,"Belize,24,2018"
Burkina Faso,74,2016,"Burkina Faso,74,2016"
Tuvalu,52,2021,"Tuvalu,52,2021"
United Arab Emirates,12,2010,"United Arab Emirates,12,2010"
Fiji,52,2008,"Fiji,52,2008"
Colombia,34,2016,"Colombia,34,2016"
Morocco,67,2018,"Morocco,67,2018"
Montenegro,64,2017,"Montenegro,64,2017"
Cambodia,94,2007,"Cambodia,94,2007"
Eritrea,92,2008,"Eritrea,92,2008"
China,63,2008,"China,63,2008"
Kyrgyzstan,60,2008,"Kyrgyzstan,60,2008"
Italy,2,2017,"Italy,2,2017"
Iraq,97,2015,"Iraq,97,2015"
France,7,2013,"France,7,2013"
Cape Verde Islands,73,2018,"Cape Verde Islands,73,2018"
Uganda,85,2011,"Uganda,85,2011"
Thailand,79,2008,"Thailand,79,2008"
Sri Lanka,89,2012,"Sri Lanka,89,2012"
Albania,53,2006,"Albania,53,2006"
Samoa,60,2021,"Samoa,60,2021"
Botswana,31,2009,"Botswana,31,2009"
Russian Federation,66,2013,"Russian Federation,66,2013"
Israel,40,2008,"Israel,40,2008"
Central African Republic,99,2018,"Central African Republic,99,2018"
Trinidad and Tobago,21,2015,"Trinidad and Tobago,21,2015"
Nauru,64,2015,"Nauru,64,2015"
Czech Republic,12,2015,"Czech Republic,12,2015"
Brazil,19,2016,"Brazil,19,2016"
Congo (Rep.),73,2019,"Congo (Rep.),73,2019"
Kuwait,44,2019,"Kuwait,44,2019"
Syria,103,2015,"Syria,103,2015"
Sudan,89,2019,"Sudan,89,2019"
Israel,38,2012,"Israel,38,2012"
Ireland,4,2021,"Ireland,4,2021"
Cape Verde Islands,83,2020,"Cape Verde Islands,83,2020"
Guinea,79,2019,"Guinea,79,2019"
Bahrain,79,2016,"Bahrain,79,2016"
Dominican Republic,76,2016,"Dominican Republic,76,2016"
Sri Lanka,96,2022,"Sri Lanka,96,2022"
Guyana,37,2014,"Guyana,37,2014"
Hungary,8,2016,"Hungary,8,2016"
Chile,38,2014,"Chile,38,2014"
Dominican Republic,71,2009,"Dominican Republic,71,2009"
Mozambique,82,2009,"Mozambique,82,2009"
Antigua and Barbuda,30,2014,"Antigua and Barbuda,30,2014"
Ghana,79,2017,"Ghana,79,2017"
Cambodia,78,2013,"Cambodia,78,2013"
Liberia,85,2013,"Liberia,85,2013"
Ethiopia,84,2007,"Ethiopia,84,2007"
Uruguay,62,2020,"Uruguay,62,2020"
Macao (SAR China),51,2011,"Macao (SAR China),51,2011"
Serbia,18,2007,"Serbia,18,2007"
Niger,78,2012,"Niger,78,2012"
eSwatini,58,2012,"eSwatini,58,2012"
Micronesia,42,2022,"Micronesia,42,2022"
United States,12,2007,"United States,12,2007"
Guatemala,71,2010,"Guatemala,71,2010"
Honduras,65,2021,"Honduras,65,2021"
Timor-Leste,62,2022,"Timor-Leste,62,2022"
Qatar,71,2022,"Qatar,71,2022"
Tunisia,77,2014,"Tunisia,77,2014"
Mali,88,2010,"Mali,88,2010"
Czech Republic,11,2017,"Czech Republic,11,2017"
Cape Verde Islands,69,2011,"Cape Verde Islands,69,2011"
Peru,54,2007,"Peru,54,2007"
Denmark,4,2010,"Denmark,4,2010"
Yemen,99,2014,"Yemen,99,2014"
Belarus,65,2010,"Belarus,65,2010"
St. Kitts and Nevis,21,2007,"St. Kitts and Nevis,21,2007"
Russian Federation,60,2007,"Russian Federation,60,2007"
Thailand,65,2018,"Thailand,65,2018"
Argentina,17,2022,"Argentina,17,2022"
Somalia,99,2016,"Somalia,99,2016"
Venezuela,56,2020,"Venezuela,56,2020"
Iran,98,2015,"Iran,98,2015"
Rwanda,78,2013,"Rwanda,78,2013"
Benin,65,2007,"Benin,65,2007"
Honduras,41,2020,"Honduras,41,2020"
Samoa,34,2020,"Samoa,34,2020"
Finland,2,2007,"Finland,2,2007"
Czech Republic,7,2017,"Czech Republic,7,2017"
Poland,12,2017,"Poland,12,2017"
Guatemala,33,2018,"Guatemala,33,2018"
St. Vincent and the Grenadines,57,2022,"St. Vincent and the Grenadines,57,2022"
Kenya,74,2014,"Kenya,74,2014"
China,55,2010,"China,55,2010"
Peru,14,2018,"Peru,14,2018"
Slovenia,13,2021,"Slovenia,13,2021"
Congo (Dem. Rep.),94,2015,"Congo (Dem. Rep.),94,2015"
South Africa,50,2013,"South Africa,50,2013"
South Sudan,88,2011,"South Sudan,88,2011"
Zimbabwe,69,2013,"Zimbabwe,69,2013"
Armenia,65,2006,"Armenia,65,2006"
Azerbaijan,67,2010,"Azerbaijan,67,2010"
Dominica,37,2018,"Dominica,37,2018"
Serbia,70,2010,"Serbia,70,2010"
Dominica,19,2020,"Dominica,19,2020"
Malta,9,2018,"Malta,9,2018"
Bahrain,70,2014,"Bahrain,70,2014"
Israel,35,2011,"Israel,35,2011"
Ghana,83,2018,"Ghana,83,2018"
eSwatini,70,2012,"eSwatini,70,2012"
El Salvador,33,2020,"El Salvador,33,2020"
Mali,80,2008,"Mali,80,2008"
Mauritania,80,2019,"Mauritania,80,2019"
Jordan,98,2020,"Jordan,98,2020"
Belarus,54,2011,"Belarus,54,2011"
Lebanon,88,2012,"Lebanon,88,2012"
Tajikistan,76,2011,"Tajikistan,76,2011"
Mexico,49,2015,"Mexico,49,2015"
Yemen,105,2012,"Yemen,105,2012"
United Arab Emirates,23,2016,"United Arab Emirates,23,2016"
Samoa,54,2020,"Samoa,54,2020"
Cote d'Ivoire,72,2022,"Cote d'Ivoire,72,2022"
Burkina Faso,75,2017,"Burkina Faso,75,2017"
Mongolia,73,2006,"Mongolia,73,2006"
Slovenia,32,2017,"Slovenia,32,2017"
Iraq,103,2020,"Iraq,103,2020"
Nauru,28,2010,"Nauru,28,2010"
Estonia,5,2013,"Estonia,5,2013"
Vanuatu,10,2010,"Vanuatu,10,2010"
Philippines,81,2021,"Philippines,81,2021"
Jamaica,42,2010,"Jamaica,42,2010"
South Korea,3,2017,"South Korea,3,2017"
Tunisia,68,2016,"Tunisia,68,2016"
Monaco,27,2022,"Monaco,27,2022"
Cameroon,90,2019,"Cameroon,90,2019"
Kenya,65,2021,"Kenya,65,2021"
Serbia,31,2015,"Serbia,31,2015"
Togo,52,2006,"Togo,52,2006"
Hungary,18,2007,"Hungary,18,2007"
Estonia,9,2007,"Estonia,9,2007"
Somalia,100,2012,"Somalia,100,2012"
Micronesia,24,2007,"Micronesia,24,2007"
Chad,86,2013,"Chad,86,2013"
New Zealand,10,2012,"New Zealand,10,2012"
Peru,53,2013,"Peru,53,2013"
North Korea,95,2009,"North Korea,95,2009"
Haiti,85,2008,"Haiti,85,2008"
Tunisia,66,2013,"Tunisia,66,2013"
Sri Lanka,83,2015,"Sri Lanka,83,2015"
Belize,60,2015,"Belize,60,2015"
Botswana,36,2010,"Botswana,36,2010"
Poland,22,2015,"Poland,22,2015"
Malta,14,2012,"Malta,14,2012"
Venezuela,50,2019,"Venezuela,50,2019"
Brazil,23,2016,"Brazil,23,2016"
North Macedonia,37,2020,"North Macedonia,37,2020"
Algeria,78,2008,"Algeria,78,2008"
Malaysia,18,2016,"Malaysia,18,2016"
Zimbabwe,59,2016,"Zimbabwe,59,2016"
Mali,79,2010,"Mali,79,2010"
Egypt,82,2010,"Egypt,82,2010"
Lebanon,98,2008,"Lebanon,98,2008"
Lithuania,14,2016,"Lithuania,14,2016"
Mali,77,2011,"Mali,77,2011"
Bolivia,34,2012,"Bolivia,34,2012"
Kuwait,68,2016,"Kuwait,68,2016"
France,3,2010,"France,3,2010"
Australia,14,2011,"Australia,14,2011"
Serbia,53,2021,"Serbia,53,2021"
Brazil,5,2008,"Brazil,5,2008"
Lithuania,17,2021,"Lithuania,17,2021"
Sweden,4,2016,"Sweden,4,2016"
Canada,15,2009,"Canada,15,2009"
Tajikistan,89,2018,"Tajikistan,89,2018"
Cape Verde Islands,63,2013,"Cape Verde Islands,63,2013"
North Macedonia,60,2008,"North Macedonia,60,2008"
United States,4,2008,"United States,4,2008"
Maldives,84,2017,"Maldives,84,2017"
Gabon,87,2019,"Gabon,87,2019"
Seychelles,29,2018,"Seychelles,29,2018"
Somalia,95,2012,"Somalia,95,2012"
Guatemala,46,2016,"Guatemala,46,2016"
Bolivia,40,2017,"Bolivia,40,2017"
Kiribati,38,2010,"Kiribati,38,2010"
Samoa,28,2017,"Samoa,28,2017"
Indonesia,62,2008,"Indonesia,62,2008"
France,5,2011,"France,5,2011"
Slovenia,22,2015,"Slovenia,22,2015"
Hong Kong (SAR China),24,2020,"Hong Kong (SAR China),24,2020"
Pakistan,100,2006,"Pakistan,100,2006"
United Kingdom,14,2015,"United Kingdom,14,2015"
Thailand,79,2018,"Thailand,79,2018"
Equatorial Guinea,80,2014,"Equatorial Guinea,80,2014"
Egypt,88,2019,"Egypt,88,2019"
United Kingdom,31,2020,"United Kingdom,31,2020"
Liberia,86,2007,"Liberia,86,2007"
Israel,47,2007,"Israel,47,2007"
Afghanistan,111,2011,"Afghanistan,111,2011"
Samoa,17,2009,"Samoa,17,2009"
Eritrea,97,2022,"Eritrea,97,2022"
Spain,4,2008,"Spain,4,2008"
Burkina Faso,69,2020,"Burkina Faso,69,2020"
Slovakia,34,2015,"Slovakia,34,2015"
Mexico,53,2010,"Mexico,53,2010"
Lebanon,97,2013,"Lebanon,97,2013"
Estonia,12,2013,"Estonia,12,2013"
Fiji,60,2018,"Fiji,60,2018"
Iran,88,2020,"Iran,88,2020"
Nepal,100,2011,"Nepal,100,2011"
Latvia,18,2014,"Latvia,18,2014"
Oman,72,2006,"Oman,72,2006"
Nauru,70,2021,"Nauru,70,2021"
Guatemala,46,2015,"Guatemala,46,2015"
Switzerland,3,2007,"Switzerland,3,2007"
Netherlands,4,2007,"Netherlands,4,2007"
Tuvalu,65,2007,"Tuvalu,65,2007"
Bahamas,31,2021,"Bahamas,31,2021"
Namibia,72,2021,"Namibia,72,2021"
Turkmenistan,83,2007,"Turkmenistan,83,2007"
Canada,8,2017,"Canada,8,2017"
United Kingdom,4,2008,"United Kingdom,4,2008"
Cape Verde Islands,65,2011,"Cape Verde Islands,65,2011"
Cameroon,99,2014,"Cameroon,99,2014"
Albania,71,2016,"Albania,71,2016"
Bahamas,24,2015,"Bahamas,24,2015"
Bahamas,61,2019,"Bahamas,61,2019"
Italy,5,2021,"Italy,5,2021"
Croatia,4,2016,"Croatia,4,2016"
Palau Islands,52,2018,"Palau Islands,52,2018"
Myanmar,94,2009,"Myanmar,94,2009"
Ecuador,59,2017,"Ecuador,59,2017"
Botswana,45,2010,"Botswana,45,2010"
South Sudan,85,2011,"South Sudan,85,2011"
Nigeria,86,2015,"Nigeria,86,2015"
Venezuela,38,2016,"Venezuela,38,2016"
Samoa,88,2017,"Samoa,88,2017"
Estonia,4,2010,"Estonia,4,2010"
Estonia,20,2008,"Estonia,20,2008"
Myanmar,79,2010,"Myanmar,79,2010"
Moldova,68,2022,"Moldova,68,2022"
El Salvador,27,2014,"El Salvador,27,2014"
Liberia,88,2016,"Liberia,88,2016"
Libya,97,2015,"Libya,97,2015"
Gabon,87,2017,"Gabon,87,2017"
Portugal,6,2012,"Portugal,6,2012"
Namibia,56,2016,"Namibia,56,2016"
Malta,8,2015,"Malta,8,2015"
Egypt,78,2008,"Egypt,78,2008"
Taiwan (Chinese Taipei),53,2013,"Taiwan (Chinese Taipei),53,2013"
Iraq,98,2015,"Iraq,98,2015"
Mozambique,73,2008,"Mozambique,73,2008"
Guinea-Bissau,78,2008,"Guinea-Bissau,78,2008"
Rwanda,60,2020,"Rwanda,60,2020"
Turkmenistan,91,2009,"Turkmenistan,91,2009"
Gabon,69,2011,"Gabon,69,2011"
Saudi Arabia,34,2014,"Saudi Arabia,34,2014"
Iraq,112,2013,"Iraq,112,2013"
Turkey,42,2008,"Turkey,42,2008"
Bahrain,47,2006,"Bahrain,47,2006"
Uzbekistan,60,2008,"Uzbekistan,60,2008"
Seychelles,41,2021,"Seychelles,41,2021"
Bahamas,22,2007,"Bahamas,22,2007"
Belarus,76,2022,"Belarus,76,2022"
Algeria,73,2019,"Algeria,73,2019"
Andorra,21,2015,"Andorra,21,2015"
Somalia,105,2010,"Somalia,105,2010"
Palestinian Territory,97,2018,"Palestinian Territory,97,2018"
Liechtenstein,19,2011,"Liechtenstein,19,2011"
Chile,10,2013,"Chile,10,2013"
Iraq,105,2020,"Iraq,105,2020"
Somalia,100,2008,"Somalia,100,2008"
North Korea,92,2007,"North Korea,92,2007"
Uruguay,42,2013,"Uruguay,42,2013"
Albania,57,2007,"Albania,57,2007"
Zimbabwe,68,2016,"Zimbabwe,68,2016"
Uzbekistan,83,2019,"Uzbekistan,83,2019"
China,69,2020,"China,69,2020"
Ireland,4,2010,"Ireland,4,2010"
Malta,10,2009,"Malta,10,2009"
Eritrea,82,2017,"Eritrea,82,2017"
Thailand,33,2012,"Thailand,33,2012"
Lebanon,82,2011,"Lebanon,82,2011"
Uruguay,34,2008,"Uruguay,34,2008"
New Zealand,4,2013,"New Zealand,4,2013"
Laos,79,2012,"Laos,79,2012"
St. Kitts and Nevis,62,2011,"St. Kitts and Nevis,62,2011"
Samoa,47,2018,"Samoa,47,2018"
Tanzania,72,2022,"Tanzania,72,2022"
Fiji,26,2018,"Fiji,26,2018"
Colombia,19,2013,"Colombia,19,2013"
Sao Tome and Principe,81,2014,"Sao Tome and Principe,81,2014"
Sweden,3,2006,"Sweden,3,2006"
Bolivia,73,2016,"Bolivia,73,2016"
Vatican City,36,2021,"Vatican City,36,2021"
Djibouti,93,2018,"Djibouti,93,2018"
Armenia,50,2011,"Armenia,50,2011"
San Marino,30,2017,"San Marino,30,2017"
Canada,9,2017,"Canada,9,2017"
Angola,89,2012,"Angola,89,2012"
Trinidad and Tobago,7,2019,"Trinidad and Tobago,7,2019"
Malaysia,59,2012,"Malaysia,59,2012"
Trinidad and Tobago,31,2012,"Trinidad and Tobago,31,2012"
Egypt,92,2018,"Egypt,92,2018"
Kyrgyzstan,64,2013,"Kyrgyzstan,64,2013"
India,69,2007,"India,69,2007"
Saudi Arabia,52,2006,"Saudi Arabia,52,2006"
Dominica,48,2014,"Dominica,48,2014"
Cape Verde Islands,70,2018,"Cape Verde Islands,70,2018"
Kiribati,51,2010,"Kiribati,51,2010"
Angola,97,2019,"Angola,97,2019"
Italy,1,2016,"Italy,1,2016"
Papua New Guinea,47,2007,"Papua New Guinea,47,2007"
Mozambique,76,2020,"Mozambique,76,2020"
Israel,19,2021,"Israel,19,2021"
Portugal,19,2018,"Portugal,19,2018"
Moldova,21,2016,"Moldova,21,2016"
Luxembourg,4,2011,"Luxembourg,4,2011"
Cape Verde Islands,62,2021,"Cape Verde Islands,62,2021"
Bolivia,78,2011,"Bolivia,78,2011"
Uzbekistan,73,2011,"Uzbekistan,73,2011"
Pakistan,104,2012,"Pakistan,104,2012"
Uruguay,18,2016,"Uruguay,18,2016"
Belarus,52,2014,"Belarus,52,2014"
Romania,45,2021,"Romania,45,2021"
Netherlands,8,2010,"Netherlands,8,2010"
Cameroon,93,2011,"Cameroon,93,2011"
Grenada,51,2014,"Grenada,51,2014"
The Gambia,62,2014,"The Gambia,62,2014"
Nauru,35,2014,"Nauru,35,2014"
Kyrgyzstan,47,2017,"Kyrgyzstan,47,2017"
Mexico,30,2018,"Mexico,30,2018"
Czech Republic,3,2009,"Czech Republic,3,2009"
The Gambia,81,2012,"The Gambia,81,2012"
Vanuatu,41,2007,"Vanuatu,41,2007"
Turkmenistan,71,2012,"Turkmenistan,71,2012"
Slovakia,11,2018,"Slovakia,11,2018"
Egypt,87,2012,"Egypt,87,2012"
Argentina,39,2016,"Argentina,39,2016"
Tanzania,72,2014,"Tanzania,72,2014"
Samoa,64,2021,"Samoa,64,2021"
Canada,4,2006,"Canada,4,2006"
Netherlands,3,2006,"Netherlands,3,2006"
Monaco,26,2006,"Monaco,26,2006"
Australia,5,2011,"Australia,5,2011"
Tuvalu,43,2017,"Tuvalu,43,2017"
Cambodia,82,2016,"Cambodia,82,2016"
Bosnia and Herzegovina,31,2011,"Bosnia and Herzegovina,31,2011"
Sao Tome and Principe,87,2011,"Sao Tome and Principe,87,2011"
Guatemala,41,2012,"Guatemala,41,2012"
Uganda,78,2018,"Uganda,78,2018"
Belize,53,2017,"Belize,53,2017"
Guatemala,60,2021,"Guatemala,60,2021"
Estonia,25,2021,"Estonia,25,2021"
Benin,86,2018,"Benin,86,2018"
Malaysia,9,2008,"Malaysia,9,2008"
Guinea,65,2020,"Guinea,65,2020"
Moldova,58,2008,"Moldova,58,2008"
Dominica,24,2019,"Dominica,24,2019"
Albania,21,2022,"Albania,21,2022"
Suriname,63,2020,"Suriname,63,2020"
Hungary,8,2007,"Hungary,8,2007"
Senegal,79,2016,"Senegal,79,2016"
France,10,2019,"France,10,2019"
Honduras,36,2022,"Honduras,36,2022"
Djibouti,86,2019,"Djibouti,86,2019"
France,8,2016,"France,8,2016"
Mauritius,52,2016,"Mauritius,52,2016"
Fiji,54,2013,"Fiji,54,2013"
Antigua and Barbuda,71,2014,"Antigua and Barbuda,71,2014"
Turkmenistan,68,2020,"Turkmenistan,68,2020"
Indonesia,65,2022,"Indonesia,65,2022"
The Gambia,56,2010,"The Gambia,56,2010"
Lesotho,71,2022,"Lesotho,71,2022"
Honduras,13,2013,"Honduras,13,2013"
Sierra Leone,34,2006,"Sierra Leone,34,2006"
Central African Republic,92,2018,"Central African Republic,92,2018"
China,72,2021,"China,72,2021"
United Kingdom,10,2017,"United Kingdom,10,2017"
Serbia,54,2018,"Serbia,54,2018"
Philippines,66,2020,"Philippines,66,2020"
Monaco,17,2008,"Monaco,17,2008"
North Macedonia,43,2017,"North Macedonia,43,2017"
Bhutan,88,2017,"Bhutan,88,2017"
Tonga,39,2017,"Tonga,39,2017"
Slovenia,20,2020,"Slovenia,20,2020"
Guatemala,64,2021,"Guatemala,64,2021"
Sao Tome and Principe,78,2019,"Sao Tome and Principe,78,2019"
Papua New Guinea,86,2013,"Papua New Guinea,86,2013"
Turkey,41,2012,"Turkey,41,2012"
Equatorial Guinea,90,2019,"Equatorial Guinea,90,2019"
Malaysia,16,2018,"Malaysia,16,2018"
Jamaica,56,2020,"Jamaica,56,2020"
Sao Tome and Principe,88,2022,"Sao Tome and Principe,88,2022"
Palau Islands,49,2021,"Palau Islands,49,2021"
Liechtenstein,20,2007,"Liechtenstein,20,2007"
eSwatini,70,2016,"eSwatini,70,2016"
Djibouti,98,2020,"Djibouti,98,2020"
Sierra Leone,67,2010,"Sierra Leone,67,2010"
Kyrgyzstan,68,2014,"Kyrgyzstan,68,2014"
South Korea,3,2013,"South Korea,3,2013"
Sweden,16,2021,"Sweden,16,2021"
Sierra Leone,68,2011,"Sierra Leone,68,2011"
Chile,14,2016,"Chile,14,2016"
Mexico,46,2021,"Mexico,46,2021"
Vanuatu,56,2021,"Vanuatu,56,2021"
Japan,2,2008,"Japan,2,2008"
Congo (Rep.),90,2017,"Congo (Rep.),90,2017"
Marshall Islands,36,2007,"Marshall Islands,36,2007"
Latvia,24,2008,"Latvia,24,2008"
Malta,5,2021,"Malta,5,2021"
Bahamas,19,2018,"Bahamas,19,2018"
Azerbaijan,61,2016,"Azerbaijan,61,2016"
Montenegro,41,2019,"Montenegro,41,2019"
Syria,102,2021,"Syria,102,2021"
Bolivia,42,2015,"Bolivia,42,2015"
Bahrain,63,2008,"Bahrain,63,2008"
Austria,3,2018,"Austria,3,2018"
Croatia,35,2014,"Croatia,35,2014"
China,84,2009,"China,84,2009"
Comoro Islands,70,2018,"Comoro Islands,70,2018"
Canada,4,2009,"Canada,4,2009"
Cambodia,73,2016,"Cambodia,73,2016"
Guatemala,46,2019,"Guatemala,46,2019"
South Africa,70,2018,"South Africa,70,2018"
Djibouti,82,2010,"Djibouti,82,2010"
Bolivia,54,2017,"Bolivia,54,2017"
St. Vincent and the Grenadines,63,2017,"St. Vincent and the Grenadines,63,2017"
Cambodia,72,2015,"Cambodia,72,2015"
Malaysia,15,2018,"Malaysia,15,2018"
Afghanistan,104,2016,"Afghanistan,104,2016"
North Korea,96,2014,"North Korea,96,2014"
Kenya,76,2018,"Kenya,76,2018"
Honduras,59,2016,"Honduras,59,2016"
Iraq,104,2020,"Iraq,104,2020"
Malawi,46,2007,"Malawi,46,2007"
Ukraine,61,2014,"Ukraine,61,2014"
Congo (Rep.),88,2009,"Congo (Rep.),88,2009"
South Korea,3,2009,"South Korea,3,2009"
